Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Missing,Embarked_Q,Embarked_S
0,1,2.9444389791664403,1,0,3.9908341858524357,0,1,0,0,0,1
0,3,3.4339872044851463,0,0,2.169053700369523,0,1,0,0,1,0
1,2,1.3862943611198906,1,1,3.1780538303479458,1,0,0,0,0,1
1,3,1.791759469228055,0,1,2.600836116795061,0,1,0,0,0,1
0,3,3.4965075614664802,0,0,2.3513752571634776,0,1,0,0,0,1
0,3,3.1354942159291497,0,0,2.1855792552411137,0,1,0,0,0,1
1,2,3.871201010907891,1,2,4.189654742026425,1,0,0,0,0,1
1,2,-0.40047756659712525,1,1,2.740840023925201,0,1,0,0,0,1
0,3,3.332204510175204,0,0,2.174274334826008,0,1,0,0,0,1
0,2,2.8903717578961645,0,0,2.5257286443082556,0,1,0,0,0,1
0,3,3.5263605246161616,0,0,2.2027647577118348,0,1,0,0,0,1
1,1,3.4965075614664802,0,0,4.471638793363569,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.740840023925201,0,1,0,0,0,1
0,3,3.713572066704308,0,0,2.094945728215801,0,1,0,0,0,1
1,3,2.995732273553991,0,0,2.1076888046179385,0,1,1,0,0,0
1,1,3.58351893845611,1,2,4.795790545596741,1,0,0,0,0,1
0,3,2.772588722239781,0,0,2.1719067693519296,0,1,0,0,0,1
1,1,3.9318256327243257,1,0,4.368919865004903,1,0,0,0,0,1
0,1,3.3911173365140987,0,0,3.703768066607687,0,1,1,0,0,0
0,3,3.417726683613366,0,0,2.169053700369523,1,0,0,0,1,0
0,3,3.3911173365140987,1,0,3.224857896545748,0,1,0,0,1,0
0,3,3.4657359027997265,0,0,2.236712348843338,0,1,0,0,0,1
0,3,3.1780538303479458,0,0,2.3513752571634776,0,1,0,0,0,1
0,3,3.871201010907891,0,0,2.180891922715322,0,1,0,0,0,1
0,2,4.04305126783455,0,0,2.4423470353692043,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1071782966514356,0,1,1,0,0,0
1,2,3.9889840465642745,1,3,3.1780538303479458,1,0,0,0,0,1
0,3,2.8903717578961645,0,0,2.169053700369523,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
1,3,1.6094379124341003,0,0,2.600836116795061,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1676241075599285,0,1,0,0,1,0
1,1,3.7612001156935624,0,1,5.35817698994543,1,0,0,0,0,1
1,3,2.5649493574615367,0,0,2.1076888046179385,1,0,1,0,0,0
1,1,2.833213344056216,1,0,4.060443010546419,1,0,0,0,0,1
0,1,3.367295829986474,0,0,3.4339872044851463,0,1,0,0,0,1
0,3,3.3911173365140987,1,2,3.196630215920881,0,1,0,0,0,1
0,3,3.2188758248682006,0,0,2.0856720914304723,0,1,0,0,0,1
0,3,3.2188758248682006,0,0,2.1102132003465894,0,1,0,0,0,1
1,3,2.8903717578961645,0,0,2.139571923732859,1,0,0,0,0,1
0,3,2.0794415416798357,4,1,3.405355391810819,0,1,0,0,1,0
1,3,0.0,1,2,3.0715352369694915,0,1,0,0,0,1
0,1,3.828641396489095,0,0,4.384523514872469,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
0,2,2.772588722239781,0,0,3.295836866004329,0,1,0,0,0,1
0,3,3.3911173365140987,8,2,4.256321678298823,1,0,0,0,0,1
0,1,3.3911173365140987,0,0,3.4561841799918147,0,1,1,0,0,0
0,3,3.2188758248682006,0,0,2.1855792552411137,0,1,0,0,0,1
0,2,3.6635616461296463,0,0,2.6390573296152584,0,1,0,0,0,1
1,1,3.8918202981106265,0,0,3.2932111997353943,1,0,0,0,0,1
1,3,3.4339872044851463,0,0,2.270402752283094,1,0,0,0,0,1
0,3,3.4011973816621555,0,0,2.1076888046179385,0,1,1,0,0,0
0,3,3.4011973816621555,1,1,3.224857896545748,1,0,0,0,0,1
0,2,3.5263605246161616,0,0,2.6390573296152584,0,1,0,0,0,1
1,2,3.4339872044851463,1,1,3.305053521109253,1,0,0,0,0,1
1,1,2.3978952727983707,1,2,4.795790545596741,0,1,0,0,0,1
1,3,-0.8675005677047231,0,1,2.2530481500547457,0,1,1,0,0,0
1,3,3.295836866004329,0,0,2.076311648670908,0,1,0,0,0,1
0,3,3.4339872044851463,0,0,2.1719067693519296,0,1,0,0,0,1
0,1,3.6635616461296463,0,0,0.0,0,1,0,0,0,1
0,3,2.8903717578961645,0,0,2.1719067693519296,1,0,0,0,0,1
0,2,3.6635616461296463,0,0,2.6390573296152584,0,1,0,0,0,1
1,1,3.4965075614664802,1,0,3.9908341858524357,1,0,0,0,0,1
0,3,3.258096538021482,0,0,2.184645795129359,0,1,0,0,0,1
0,3,3.6635616461296463,0,0,3.224857896545748,0,1,0,0,0,1
0,2,3.5553480614894135,0,0,2.4423470353692043,0,1,0,0,0,1
0,3,1.791759469228055,4,2,3.4742929367327062,1,0,0,0,0,1
0,3,3.417726683613366,0,0,2.2027647577118348,0,1,0,0,0,1
0,1,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,3,3.1354942159291497,0,0,2.188856327665703,1,0,0,0,0,1
0,2,3.4339872044851463,1,1,3.637696679934592,0,1,1,0,0,0
0,3,3.7612001156935624,0,0,2.0082140323914683,0,1,0,0,0,1
0,3,2.302585092994046,3,2,3.3638415951183864,0,1,0,0,0,1
1,1,3.9512437185814275,1,1,4.548599834499697,1,0,0,0,0,1
1,3,3.295836866004329,0,0,2.2682524139135403,0,1,0,0,0,1
0,1,3.6375861597263857,0,0,0.0,0,1,0,0,0,1
1,3,3.295836866004329,0,1,2.600836116795061,1,0,0,0,0,1
0,3,0.6931471805599453,4,1,3.705920919968788,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.0731719286662407,0,1,0,0,1,0
0,3,3.3911173365140987,0,0,4.05171190165724,0,1,0,0,0,1
1,2,0.0,0,2,3.637696679934592,0,1,1,0,0,0
1,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
1,1,4.127134385045092,0,0,4.394449154672439,1,0,0,1,0,0
1,3,2.70805020110221,1,0,2.737880811060884,1,0,1,0,0,0
1,2,-0.18632957819149348,1,1,2.9831534913471307,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1076888046179385,0,1,1,0,0,0
0,3,3.1354942159291497,0,0,2.180891922715322,0,1,0,0,0,1
0,3,2.8903717578961645,0,0,2.2300144001592104,0,1,0,0,0,1
1,1,3.6635616461296463,1,1,4.432699549165613,1,0,1,0,0,0
0,3,3.044522437723423,0,0,2.2682524139135403,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,3.4657359027997265,0,0,4.05171190165724,0,1,0,0,0,1
1,1,3.3911173365140987,0,0,3.4242626545931514,0,1,1,0,0,0
0,3,2.995732273553991,0,0,2.188856327665703,0,1,0,0,0,1
0,2,2.772588722239781,0,0,2.4423470353692043,0,1,0,0,0,1
1,1,3.4011973816621555,0,0,3.4657359027997265,1,0,1,0,0,0
0,3,3.5409593240373143,0,0,2.006534770871748,0,1,1,0,0,0
0,3,2.833213344056216,0,0,2.2682524139135403,0,1,0,0,0,1
0,3,3.7376696182833684,0,0,2.145931282948669,0,1,0,0,0,1
0,3,3.3911173365140987,8,2,4.256321678298823,0,1,0,0,0,1
0,3,3.5553480614894135,0,0,2.1855792552411137,0,1,1,0,0,0
0,2,3.332204510175204,0,1,3.5263605246161616,0,1,0,0,0,1
1,1,3.3911173365140987,1,0,4.500966778400217,1,0,1,0,0,0
0,3,1.3862943611198906,4,2,3.4742929367327062,0,1,0,0,0,1
0,3,4.30406509320417,0,0,2.1719067693519296,0,1,0,0,0,1
0,3,2.1972245773362196,1,1,2.7878344138303452,1,0,1,0,0,0
1,1,2.772588722239781,0,1,3.6988297849671046,1,0,0,0,0,1
0,2,3.784189633918261,1,0,3.295836866004329,1,0,0,0,0,1
1,3,2.8903717578961645,0,1,2.336986519711378,1,0,0,0,0,1
1,1,3.8066624897703196,1,1,5.11118445372147,1,0,0,0,0,1
1,1,3.9318256327243257,0,0,3.3160025355989236,0,1,0,0,0,1
1,3,3.1780538303479458,0,3,3.0085645861193133,1,0,1,0,0,0
0,3,3.3911173365140987,0,0,2.1076888046179385,0,1,1,0,0,0
0,3,3.713572066704308,2,0,2.7152442616824506,0,1,0,0,0,1
0,2,3.044522437723423,1,0,2.5257286443082556,0,1,0,0,0,1
1,1,3.871201010907891,0,0,3.2932111997353943,1,0,0,0,0,1
0,3,3.3911173365140987,8,2,4.256321678298823,1,0,0,0,0,1
0,2,3.1780538303479458,0,0,2.6390573296152584,0,1,0,0,0,1
1,2,3.7376696182833684,0,0,2.6390573296152584,1,0,0,0,0,1
1,2,3.295836866004329,1,0,2.698558631668595,1,0,1,0,0,0
0,1,3.4339872044851463,0,0,3.941500250945973,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.3513752571634776,0,1,0,0,0,1
1,3,1.3862943611198906,1,1,2.495953738718064,0,1,0,0,0,1
0,3,3.258096538021482,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,3.8501476017100584,1,1,3.9806942251907276,1,0,0,0,0,1
0,1,3.4965075614664802,0,0,1.791759469228055,0,1,0,0,0,1
0,3,3.8501476017100584,0,0,2.302585092994046,0,1,0,0,0,1
1,2,3.332204510175204,1,0,3.2188758248682006,1,0,1,0,0,0
1,3,2.70805020110221,0,0,2.1071782966514356,1,0,1,0,0,0
0,3,2.995732273553991,0,0,2.3837779082709782,0,1,0,0,0,1
0,3,2.9444389791664403,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,4.02535169073515,0,1,4.432699549165613,1,0,1,0,0,0
1,2,3.2188758248682006,0,1,3.295836866004329,1,0,0,0,0,1
0,3,3.4965075614664802,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.091042453358316,0,0,2.4437981558973862,1,0,0,0,0,1
0,2,3.332204510175204,0,0,2.4423470353692043,0,1,0,0,0,1
0,3,3.2188758248682006,0,0,2.0856720914304723,0,1,0,0,0,1
0,3,3.6635616461296463,0,5,3.405355391810819,1,0,0,0,1,0
0,2,3.295836866004329,0,0,2.6390573296152584,0,1,0,0,0,1
1,1,2.9444389791664403,0,0,3.4339872044851463,1,0,0,0,0,1
0,3,3.3911173365140987,1,2,3.196630215920881,1,0,0,0,0,1
1,1,3.258096538021482,0,0,3.4339872044851463,0,1,1,0,0,0
0,3,3.4657359027997265,0,0,2.169053700369523,0,1,0,0,1,0
