EmployeeCount,EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
1,1036,Sales,Sales Executive,No,Male,38,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,42,6861,12,Yes,19,0,Medium,1,Better,Excellent
1,1037,Sales,Sales Executive,Yes,Male,26,Single,College,Medical,Non-Travel,Low,2,Low,79,4969,18,No,7,2,Medium,6,Better,Excellent
1,1038,Sales,Manager,Yes,Female,52,Married,Below College,Marketing,Travel_Rarely,Low,5,Very High,57,19845,15,No,33,6,Low,3,Better,Excellent
1,1039,Sales,Sales Executive,No,Female,44,Married,Bachelor,Medical,Travel_Rarely,Very High,4,Very High,53,13320,18,Yes,23,11,Very High,2,Better,Excellent
1,1040,Sales,Sales Executive,No,Female,50,Married,Bachelor,Life Sciences,Non-Travel,High,2,High,95,6347,12,No,19,0,Very High,3,Better,Excellent
1,1042,Research & Development,Laboratory Technician,Yes,Female,36,Single,Master,Life Sciences,Travel_Rarely,Very High,1,Low,43,2743,16,No,18,15,High,1,Better,Excellent
1,1043,Research & Development,Manufacturing Director,No,Female,39,Single,Bachelor,Medical,Travel_Frequently,High,3,Low,82,10880,13,Yes,21,2,Very High,2,Better,Excellent
1,1044,Sales,Sales Representative,No,Female,33,Single,Below College,Life Sciences,Non-Travel,Medium,1,Very High,88,2342,19,No,3,2,Medium,2,Good,Excellent
1,1045,Sales,Manager,No,Female,45,Married,College,Life Sciences,Travel_Rarely,High,4,Very High,90,17650,13,No,26,1,Very High,4,Best,Excellent
1,1046,Research & Development,Laboratory Technician,No,Female,32,Single,Master,Medical,Non-Travel,High,1,High,69,4025,12,No,10,7,Very High,2,Better,Excellent
1,1047,Sales,Sales Executive,No,Male,34,Divorced,Master,Marketing,Travel_Rarely,Very High,2,Very High,75,9725,11,No,16,0,Medium,2,Good,Excellent
1,1048,Sales,Manager,No,Male,59,Married,College,Technical Degree,Travel_Rarely,High,3,Very High,66,11904,14,Yes,14,0,Medium,1,Bad,Excellent
1,1049,Human Resources,Human Resources,No,Male,45,Single,Master,Medical,Travel_Rarely,High,1,Medium,36,2177,16,No,6,0,Medium,3,Better,Excellent
1,1050,Sales,Sales Executive,No,Female,53,Married,Bachelor,Marketing,Travel_Frequently,Medium,3,Medium,38,7525,12,No,30,6,High,2,Better,Excellent
1,1052,Research & Development,Laboratory Technician,Yes,Male,36,Divorced,Bachelor,Other,Travel_Rarely,High,2,High,81,4834,14,No,9,0,Low,3,Good,Excellent
1,1053,Research & Development,Research Scientist,Yes,Male,26,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,Low,57,2042,14,Yes,6,1,Low,2,Better,Excellent
1,1055,Sales,Sales Representative,No,Female,34,Married,Master,Life Sciences,Travel_Rarely,High,1,High,87,2220,19,Yes,1,0,High,2,Better,Excellent
1,1056,Sales,Sales Representative,No,Male,28,Married,Below College,Medical,Travel_Rarely,High,1,Medium,74,1052,22,No,1,0,Very High,5,Better,Outstanding
1,1060,Research & Development,Research Scientist,No,Male,38,Married,Master,Other,Travel_Frequently,High,1,High,44,2821,16,No,8,2,High,2,Better,Excellent
1,1061,Research & Development,Research Director,No,Male,50,Married,Master,Medical,Travel_Rarely,High,5,High,62,19237,11,Yes,29,7,Medium,2,Good,Excellent
1,1062,Research & Development,Healthcare Representative,No,Female,37,Single,Bachelor,Other,Travel_Rarely,High,2,Medium,35,4107,15,No,8,0,Very High,3,Good,Excellent
1,1066,Sales,Sales Executive,No,Male,40,Married,Bachelor,Marketing,Travel_Rarely,High,2,Low,74,8396,14,No,8,7,High,3,Good,Excellent
1,1068,Research & Development,Research Scientist,No,Female,26,Divorced,Below College,Medical,Travel_Frequently,Medium,1,High,66,2007,13,No,5,1,Low,5,Better,Excellent
1,1069,Research & Development,Research Director,No,Male,46,Divorced,Master,Medical,Travel_Rarely,High,5,Very High,40,19627,17,No,23,2,Very High,0,Better,Excellent
1,1070,Sales,Sales Executive,No,Female,54,Married,Master,Life Sciences,Travel_Rarely,Medium,3,High,41,10686,11,No,13,7,High,4,Better,Excellent
1,1071,Research & Development,Research Scientist,No,Female,56,Married,Bachelor,Medical,Travel_Frequently,High,1,High,63,2942,19,No,18,0,Low,4,Better,Excellent
1,1073,Research & Development,Manufacturing Director,No,Female,36,Single,Doctor,Medical,Travel_Rarely,Medium,3,Very High,51,8858,11,No,15,7,Very High,2,Good,Excellent
1,1074,Research & Development,Manager,No,Male,55,Single,Below College,Medical,Non-Travel,Medium,4,Low,40,16756,15,No,31,6,High,3,Best,Excellent
1,1076,Sales,Sales Executive,No,Male,43,Divorced,Bachelor,Medical,Travel_Rarely,Medium,3,Very High,79,10798,13,No,18,0,High,5,Better,Excellent
1,1077,Sales,Sales Representative,Yes,Female,20,Single,Bachelor,Marketing,Travel_Frequently,High,1,Very High,54,2323,14,Yes,2,0,Very High,3,Better,Excellent
1,1079,Research & Development,Laboratory Technician,Yes,Female,21,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Low,36,1416,13,No,1,1,High,6,Good,Excellent
1,1080,Research & Development,Research Scientist,No,Female,46,Divorced,Master,Life Sciences,Travel_Rarely,Medium,2,Low,74,4615,23,Yes,19,1,Very High,2,Better,Outstanding
1,1081,Research & Development,Research Scientist,Yes,Male,51,Married,Master,Life Sciences,Travel_Rarely,High,1,High,34,2461,12,Yes,18,2,Low,2,Best,Excellent
1,1082,Research & Development,Healthcare Representative,Yes,Male,28,Single,College,Technical Degree,Non-Travel,Medium,3,Low,72,8722,12,No,10,1,Medium,2,Good,Excellent
1,1083,Research & Development,Laboratory Technician,No,Male,26,Married,College,Medical,Travel_Rarely,Medium,1,Low,59,3955,16,No,6,1,Low,2,Better,Excellent
1,1084,Research & Development,Manufacturing Director,No,Male,30,Married,Bachelor,Other,Travel_Rarely,High,2,Low,85,9957,15,No,7,0,High,1,Good,Excellent
1,1085,Research & Development,Research Scientist,No,Female,41,Married,College,Technical Degree,Travel_Rarely,Very High,1,High,43,3376,13,No,10,0,Medium,3,Better,Excellent
1,1088,Research & Development,Healthcare Representative,No,Female,38,Married,Below College,Life Sciences,Travel_Rarely,Medium,3,High,65,8823,18,No,20,1,High,4,Good,Excellent
1,1092,Research & Development,Healthcare Representative,No,Male,40,Married,Master,Technical Degree,Travel_Rarely,High,3,Very High,61,10322,20,No,14,11,Low,6,Better,Outstanding
1,1094,Research & Development,Laboratory Technician,No,Male,27,Married,Doctor,Life Sciences,Non-Travel,Low,1,High,87,4621,19,No,3,1,Low,4,Better,Excellent
1,1096,Research & Development,Manufacturing Director,No,Male,55,Married,Below College,Life Sciences,Travel_Frequently,High,3,Medium,65,10976,18,No,23,1,Very High,4,Better,Excellent
1,1097,Research & Development,Research Scientist,No,Female,28,Single,Bachelor,Other,Travel_Rarely,High,2,High,59,3660,13,No,10,1,High,4,Best,Excellent
1,1098,Human Resources,Human Resources,Yes,Male,44,Married,College,Medical,Travel_Rarely,Medium,3,Low,91,10482,14,No,24,3,Medium,1,Better,Excellent
1,1099,Research & Development,Healthcare Representative,No,Male,33,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Very High,34,7119,15,No,9,1,Very High,2,Better,Excellent
1,1100,Sales,Sales Executive,Yes,Male,35,Single,Bachelor,Technical Degree,Travel_Rarely,High,3,Low,86,9582,22,Yes,9,4,Very High,2,Better,Outstanding
1,1101,Research & Development,Research Scientist,Yes,Female,33,Single,Master,Medical,Travel_Frequently,Medium,2,High,54,4508,22,No,14,3,Low,4,Better,Outstanding
1,1102,Research & Development,Laboratory Technician,No,Male,28,Divorced,College,Life Sciences,Travel_Rarely,High,1,High,50,2207,16,No,4,2,Low,5,Good,Excellent
1,1103,Research & Development,Healthcare Representative,No,Male,34,Single,Below College,Life Sciences,Travel_Frequently,High,2,Very High,45,7756,17,No,7,0,Low,1,Good,Excellent
1,1105,Sales,Sales Executive,No,Female,37,Divorced,Master,Life Sciences,Travel_Rarely,Medium,2,Very High,88,6694,14,Yes,8,0,Very High,5,Better,Excellent
1,1106,Research & Development,Laboratory Technician,Yes,Male,25,Married,Below College,Technical Degree,Travel_Rarely,High,1,Very High,32,3691,15,Yes,7,5,Very High,3,Best,Excellent
1,1107,Research & Development,Laboratory Technician,Yes,Male,26,Divorced,Bachelor,Medical,Travel_Rarely,High,1,High,37,2377,20,No,1,0,Low,0,Good,Outstanding
1,1108,Research & Development,Research Scientist,Yes,Male,33,Single,Bachelor,Medical,Travel_Rarely,Medium,1,Medium,55,2313,20,Yes,5,2,Low,0,Better,Outstanding
1,1109,Research & Development,Manager,No,Male,42,Married,College,Medical,Travel_Rarely,High,4,Low,35,17665,17,No,23,13,Very High,3,Better,Excellent
1,1111,Research & Development,Laboratory Technician,Yes,Male,28,Divorced,Bachelor,Medical,Travel_Frequently,Medium,1,Medium,45,2596,15,No,1,0,Low,2,Better,Excellent
1,1113,Sales,Sales Executive,Yes,Male,50,Single,Master,Other,Travel_Frequently,High,2,High,81,4728,14,Yes,5,0,Very High,4,Better,Excellent
1,1114,Sales,Sales Executive,No,Female,33,Married,Bachelor,Life Sciences,Travel_Frequently,High,2,Medium,30,4302,17,No,4,0,Very High,3,Better,Excellent
1,1115,Research & Development,Research Scientist,No,Male,34,Married,Master,Life Sciences,Non-Travel,Medium,1,Very High,40,2979,17,No,6,0,High,2,Better,Excellent
1,1116,Research & Development,Manager,No,Male,48,Single,Master,Medical,Non-Travel,Very High,4,Very High,35,16885,22,No,27,2,Low,3,Good,Outstanding
1,1117,Sales,Sales Executive,No,Female,45,Married,Master,Life Sciences,Non-Travel,Medium,2,High,65,5593,13,No,15,4,Medium,2,Better,Excellent
1,1118,Research & Development,Healthcare Representative,No,Male,52,Single,Master,Life Sciences,Travel_Rarely,High,3,Medium,87,10445,19,No,18,4,Medium,4,Better,Excellent
1,1119,Sales,Sales Executive,No,Male,38,Divorced,Master,Marketing,Travel_Rarely,Medium,3,High,73,8740,14,Yes,9,2,High,2,Better,Excellent
1,1120,Research & Development,Research Scientist,No,Female,29,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Very High,93,2514,22,No,11,1,High,1,Better,Outstanding
1,1121,Research & Development,Manufacturing Director,No,Female,28,Divorced,Bachelor,Medical,Travel_Rarely,High,3,Medium,93,7655,17,No,10,1,Very High,3,Good,Excellent
1,1124,Sales,Manager,No,Male,46,Married,Below College,Marketing,Travel_Rarely,High,4,High,52,17465,12,No,23,4,Low,3,Better,Excellent
1,1125,Sales,Sales Executive,No,Male,38,Single,College,Marketing,Travel_Rarely,High,3,Medium,32,7351,16,No,10,0,Very High,2,Better,Excellent
1,1126,Research & Development,Manufacturing Director,No,Female,43,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,Low,83,10820,11,No,18,0,High,1,Better,Excellent
1,1127,Research & Development,Healthcare Representative,Yes,Male,39,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,4,Very High,84,12169,11,No,21,11,Low,4,Better,Excellent
1,1128,Research & Development,Research Director,No,Male,40,Single,Bachelor,Medical,Travel_Rarely,Medium,5,High,44,19626,14,No,21,4,High,2,Best,Excellent
1,1131,Research & Development,Research Scientist,No,Female,21,Single,Below College,Technical Degree,Travel_Rarely,Medium,1,Medium,70,2070,11,Yes,2,2,Very High,6,Best,Excellent
1,1132,Research & Development,Laboratory Technician,No,Male,39,Single,Bachelor,Life Sciences,Non-Travel,High,2,Medium,70,6782,15,No,9,0,High,2,Good,Excellent
1,1133,Research & Development,Manufacturing Director,No,Male,36,Single,Master,Life Sciences,Non-Travel,High,2,Very High,78,7779,20,No,18,0,Low,0,Better,Outstanding
1,1135,Sales,Sales Representative,No,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,1,Very High,67,2791,12,No,3,2,High,4,Better,Excellent
1,1136,Research & Development,Research Scientist,No,Male,28,Married,Below College,Life Sciences,Travel_Rarely,Medium,1,Medium,67,3201,17,No,6,0,Low,2,Bad,Excellent
1,1137,Sales,Sales Executive,No,Male,35,Divorced,College,Marketing,Travel_Frequently,High,2,Very High,54,4968,11,No,5,0,Very High,3,Better,Excellent
1,1138,Sales,Sales Executive,No,Male,49,Married,Master,Technical Degree,Travel_Rarely,Medium,4,Medium,56,13120,17,No,22,2,Very High,3,Better,Excellent
1,1140,Research & Development,Manufacturing Director,No,Male,34,Single,College,Life Sciences,Travel_Frequently,High,2,High,95,4033,11,No,5,0,Very High,3,Good,Excellent
1,1143,Research & Development,Research Scientist,No,Female,29,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,1,Medium,61,3291,14,No,8,1,Very High,2,Good,Excellent
1,1148,Research & Development,Laboratory Technician,No,Male,42,Single,Bachelor,Medical,Travel_Rarely,Low,2,Very High,56,4272,19,No,16,0,Medium,3,Better,Excellent
1,1150,Research & Development,Manufacturing Director,No,Male,29,Married,Below College,Medical,Travel_Rarely,Medium,2,Very High,79,5056,15,Yes,10,1,Medium,2,Good,Excellent
1,1152,Human Resources,Human Resources,No,Male,38,Married,Bachelor,Human Resources,Travel_Rarely,Very High,1,High,37,2844,13,No,7,5,High,2,Best,Excellent
1,1154,Research & Development,Research Scientist,No,Male,28,Divorced,Bachelor,Life Sciences,Travel_Frequently,Medium,1,High,39,2703,14,Yes,3,0,High,2,Better,Excellent
1,1156,Research & Development,Laboratory Technician,Yes,Male,18,Single,Below College,Medical,Non-Travel,High,1,High,80,1904,12,No,0,0,High,0,Better,Excellent
1,1157,Sales,Sales Executive,Yes,Female,33,Single,Master,Marketing,Travel_Rarely,High,2,Low,77,8224,17,Yes,6,0,Low,3,Better,Excellent
1,1158,Research & Development,Laboratory Technician,No,Male,41,Married,Master,Life Sciences,Travel_Rarely,High,1,Very High,46,4766,11,Yes,6,0,Medium,4,Better,Excellent
1,1160,Research & Development,Laboratory Technician,Yes,Male,31,Married,Bachelor,Medical,Travel_Frequently,High,1,High,72,2610,12,No,2,2,High,5,Good,Excellent
1,1161,Research & Development,Healthcare Representative,No,Female,37,Divorced,College,Medical,Travel_Rarely,Medium,2,Very High,52,5731,13,No,9,1,High,2,Better,Excellent
1,1162,Research & Development,Research Scientist,No,Male,27,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,55,2539,13,No,4,2,Very High,0,Better,Excellent
1,1163,Sales,Sales Executive,No,Female,34,Married,Below College,Life Sciences,Travel_Rarely,High,2,High,70,5714,20,No,6,1,Medium,3,Good,Outstanding
1,1164,Human Resources,Human Resources,No,Male,35,Single,Master,Technical Degree,Travel_Rarely,High,1,High,100,4323,17,No,6,1,High,2,Bad,Excellent
1,1165,Sales,Sales Executive,Yes,Female,29,Married,Below College,Life Sciences,Travel_Rarely,Medium,3,Low,45,7336,13,No,11,3,Very High,3,Bad,Excellent
1,1166,Research & Development,Research Director,No,Female,40,Single,Master,Medical,Travel_Frequently,High,3,High,88,13499,17,No,20,2,Medium,3,Good,Excellent
1,1167,Sales,Sales Executive,Yes,Male,42,Single,Bachelor,Life Sciences,Travel_Frequently,High,4,Low,44,13758,12,Yes,22,13,High,2,Good,Excellent
1,1171,Sales,Sales Executive,No,Male,42,Single,Master,Marketing,Travel_Rarely,High,2,Low,45,5155,13,No,9,1,Medium,3,Best,Excellent
1,1172,Research & Development,Laboratory Technician,No,Male,35,Married,Master,Medical,Travel_Rarely,Medium,1,High,58,2258,12,No,10,1,Very High,2,Better,Excellent
1,1173,Research & Development,Laboratory Technician,No,Male,24,Single,Bachelor,Medical,Travel_Rarely,High,1,Medium,49,3597,22,No,6,1,Very High,2,Better,Outstanding
1,1175,Research & Development,Laboratory Technician,Yes,Female,28,Married,Below College,Life Sciences,Travel_Rarely,High,1,Very High,79,2515,11,Yes,1,0,High,4,Good,Excellent
1,1177,Research & Development,Laboratory Technician,No,Male,26,Married,Master,Medical,Travel_Rarely,Very High,1,Very High,82,4420,22,No,8,0,Low,2,Better,Outstanding
1,1179,Sales,Sales Executive,No,Male,30,Married,Bachelor,Marketing,Travel_Rarely,Medium,2,High,72,6578,18,No,10,1,High,3,Better,Excellent
1,1180,Research & Development,Research Scientist,No,Female,40,Married,College,Medical,Travel_Frequently,Medium,2,Very High,92,4422,13,Yes,16,0,High,3,Bad,Excellent
1,1182,Research & Development,Manufacturing Director,No,Male,35,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Medium,44,10274,18,No,15,6,High,2,Best,Excellent
1,1184,Research & Development,Healthcare Representative,No,Male,34,Single,Bachelor,Medical,Travel_Frequently,Medium,2,Low,97,5343,20,No,14,4,Very High,3,Better,Outstanding
1,1185,Research & Development,Laboratory Technician,No,Male,35,Married,Master,Other,Travel_Frequently,Medium,1,Very High,47,2376,13,No,2,2,Very High,2,Best,Excellent
1,1188,Sales,Sales Executive,Yes,Female,43,Single,Bachelor,Marketing,Travel_Rarely,Low,2,High,85,5346,13,No,7,1,Low,2,Good,Excellent
1,1190,Sales,Sales Representative,No,Female,32,Divorced,Below College,Life Sciences,Non-Travel,High,1,Low,76,2827,12,No,1,0,High,3,Better,Excellent
1,1191,Research & Development,Manager,No,Female,56,Divorced,Master,Technical Degree,Travel_Rarely,High,5,Low,92,19943,13,No,28,4,Very High,2,Better,Excellent
1,1192,Research & Development,Laboratory Technician,No,Female,29,Married,Below College,Medical,Travel_Rarely,High,1,Very High,54,3131,13,No,10,0,Medium,5,Better,Excellent
1,1193,Research & Development,Research Scientist,No,Male,19,Single,College,Life Sciences,Travel_Rarely,High,1,Low,54,2552,25,No,1,0,High,4,Better,Outstanding
1,1195,Research & Development,Research Scientist,No,Female,45,Married,Bachelor,Medical,Travel_Rarely,High,1,High,83,4477,19,Yes,7,0,Low,2,Good,Excellent
1,1196,Research & Development,Manufacturing Director,No,Female,37,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Very High,56,6474,13,No,14,3,Very High,2,Good,Excellent
1,1198,Research & Development,Laboratory Technician,No,Male,20,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,87,3033,12,No,2,1,Low,2,Good,Excellent
1,1200,Research & Development,Research Scientist,Yes,Male,44,Single,Master,Life Sciences,Travel_Rarely,High,1,High,96,2936,11,Yes,6,0,High,4,Better,Excellent
1,1201,Research & Development,Manager,No,Female,53,Divorced,College,Medical,Travel_Rarely,High,5,High,50,18606,18,No,26,4,Very High,6,Better,Excellent
1,1202,Research & Development,Research Scientist,No,Female,29,Married,Below College,Life Sciences,Travel_Rarely,Low,1,Very High,69,2168,18,Yes,6,1,Medium,2,Good,Excellent
1,1203,Research & Development,Research Scientist,Yes,Male,22,Married,Master,Life Sciences,Travel_Frequently,Medium,1,Very High,48,2853,11,Yes,1,0,High,5,Better,Excellent
1,1204,Sales,Manager,No,Female,46,Married,Bachelor,Marketing,Travel_Rarely,High,4,Low,69,17048,23,No,28,15,High,2,Better,Outstanding
1,1206,Research & Development,Research Scientist,No,Male,44,Single,Bachelor,Life Sciences,Non-Travel,Low,1,High,74,2290,13,No,6,0,Very High,3,Better,Excellent
1,1207,Human Resources,Human Resources,No,Male,33,Married,Bachelor,Human Resources,Travel_Rarely,High,1,High,99,3600,13,No,5,1,Medium,2,Better,Excellent
1,1210,Research & Development,Research Scientist,Yes,Male,41,Divorced,College,Life Sciences,Non-Travel,Medium,1,Low,95,2107,17,No,5,0,Low,2,Bad,Excellent
1,1211,Sales,Sales Executive,No,Male,30,Divorced,Master,Life Sciences,Travel_Rarely,High,2,Low,61,4115,19,No,8,0,High,3,Better,Excellent
1,1212,Sales,Sales Executive,No,Male,40,Married,Master,Medical,Travel_Frequently,High,2,Medium,62,4327,12,No,5,0,Medium,2,Better,Excellent
1,1215,Research & Development,Manager,No,Female,50,Married,Bachelor,Medical,Travel_Frequently,High,4,Low,30,17856,22,No,32,2,Very High,3,Better,Outstanding
1,1216,Research & Development,Laboratory Technician,No,Male,28,Married,Master,Medical,Travel_Rarely,Medium,1,Low,78,3196,12,No,6,3,Very High,2,Better,Excellent
1,1217,Research & Development,Research Director,No,Male,46,Married,College,Life Sciences,Travel_Rarely,High,5,Medium,52,19081,11,No,25,0,Very High,2,Better,Excellent
1,1218,Sales,Sales Executive,No,Male,35,Married,Master,Life Sciences,Travel_Rarely,High,2,Low,94,8966,15,Yes,15,1,High,2,Better,Excellent
1,1219,Research & Development,Laboratory Technician,Yes,Female,24,Married,College,Life Sciences,Travel_Rarely,High,1,Medium,97,2210,13,No,1,0,Very High,3,Bad,Excellent
1,1220,Sales,Sales Executive,No,Female,33,Married,Bachelor,Medical,Travel_Frequently,High,2,High,82,4539,12,No,10,0,Medium,3,Good,Excellent
1,1221,Research & Development,Laboratory Technician,No,Male,36,Divorced,Master,Life Sciences,Travel_Rarely,Low,1,High,60,2741,14,No,7,1,High,4,Better,Excellent
1,1224,Research & Development,Laboratory Technician,No,Male,30,Divorced,Master,Life Sciences,Travel_Rarely,High,2,High,49,3491,13,No,10,8,High,4,Good,Excellent
1,1225,Research & Development,Research Scientist,No,Male,44,Single,Master,Other,Travel_Rarely,High,2,Very High,32,4541,25,No,20,13,Very High,3,Better,Outstanding
1,1226,Sales,Sales Representative,No,Male,20,Single,Bachelor,Marketing,Travel_Rarely,Very High,1,Very High,43,2678,17,No,2,2,High,2,Better,Excellent
1,1228,Research & Development,Manufacturing Director,No,Male,46,Divorced,Master,Technical Degree,Travel_Rarely,High,2,Very High,60,7379,11,No,12,1,Very High,3,Good,Excellent
1,1231,Human Resources,Human Resources,No,Male,42,Married,Doctor,Medical,Non-Travel,Very High,2,Low,79,6272,16,No,10,0,Very High,3,Best,Excellent
1,1233,Sales,Sales Executive,No,Male,60,Divorced,Master,Marketing,Travel_Rarely,Very High,2,Very High,52,5220,18,Yes,12,1,Medium,3,Better,Excellent
1,1234,Research & Development,Laboratory Technician,No,Female,32,Married,Bachelor,Other,Travel_Frequently,Medium,1,Medium,77,2743,20,No,2,2,High,2,Better,Outstanding
1,1235,Research & Development,Research Scientist,No,Female,32,Single,College,Life Sciences,Travel_Frequently,High,2,High,38,4998,14,Yes,10,0,Very High,2,Better,Excellent
1,1237,Research & Development,Manufacturing Director,No,Female,36,Divorced,Bachelor,Technical Degree,Travel_Rarely,Low,3,Low,77,10252,21,Yes,17,7,High,2,Better,Outstanding
1,1238,Research & Development,Research Scientist,No,Male,33,Married,Bachelor,Medical,Travel_Rarely,High,1,Very High,60,2781,13,No,15,4,Low,5,Better,Excellent
1,1239,Sales,Sales Executive,No,Female,40,Divorced,Bachelor,Technical Degree,Travel_Rarely,Medium,2,Medium,84,6852,12,No,7,1,Medium,2,Best,Excellent
1,1240,Sales,Sales Executive,No,Male,25,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,57,4950,14,No,5,1,High,4,Better,Excellent
1,1241,Research & Development,Research Scientist,No,Male,30,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,63,3579,21,Yes,12,5,Very High,2,Better,Outstanding
1,1242,Research & Development,Research Director,No,Female,42,Married,Doctor,Medical,Travel_Frequently,High,3,Low,60,13191,17,Yes,20,0,Low,6,Better,Excellent
1,1243,Sales,Sales Executive,No,Female,35,Married,College,Marketing,Non-Travel,Medium,3,Very High,78,10377,11,Yes,16,4,High,6,Good,Excellent
1,1244,Research & Development,Research Scientist,No,Male,27,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,42,2235,14,Yes,9,6,Low,3,Good,Excellent
1,1245,Research & Development,Manufacturing Director,No,Female,54,Divorced,Master,Life Sciences,Travel_Frequently,High,3,High,53,10502,17,No,33,1,Very High,2,Bad,Excellent
1,1246,Research & Development,Research Scientist,No,Female,44,Married,Below College,Life Sciences,Travel_Rarely,Very High,1,Very High,72,2011,13,No,10,7,Low,5,Better,Excellent
1,1248,Research & Development,Research Scientist,Yes,Female,19,Single,Bachelor,Medical,Non-Travel,Medium,1,Medium,96,1859,25,Yes,1,0,Low,2,Best,Outstanding
1,1249,Research & Development,Research Scientist,No,Female,29,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,97,3760,15,No,3,1,Low,5,Better,Excellent
1,1250,Research & Development,Research Director,No,Male,54,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,Very High,85,17779,14,No,36,0,Very High,2,Better,Excellent
1,1251,Research & Development,Healthcare Representative,No,Male,31,Married,College,Medical,Travel_Rarely,High,2,Low,80,6833,12,Yes,6,0,High,2,Good,Excellent
1,1252,Research & Development,Healthcare Representative,No,Female,31,Single,Bachelor,Medical,Travel_Rarely,Medium,2,Low,96,6812,19,No,10,1,High,2,Better,Excellent
1,1254,Sales,Sales Executive,No,Female,59,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Very High,48,5171,17,No,13,0,High,2,Better,Excellent
1,1255,Research & Development,Research Director,No,Male,43,Married,Bachelor,Life Sciences,Travel_Rarely,Low,5,Very High,96,19740,14,No,25,0,High,2,Better,Excellent
1,1256,Research & Development,Manager,No,Male,49,Married,College,Medical,Travel_Rarely,Medium,5,High,85,18711,13,No,23,0,Low,2,Best,Excellent
1,1257,Research & Development,Research Scientist,No,Male,36,Married,Bachelor,Technical Degree,Travel_Frequently,High,1,Medium,46,3692,12,No,12,0,High,2,Good,Excellent
1,1258,Research & Development,Laboratory Technician,No,Male,48,Single,College,Technical Degree,Travel_Rarely,Very High,1,Medium,76,2559,11,No,7,0,Very High,4,Good,Excellent
1,1259,Research & Development,Research Scientist,No,Male,27,Divorced,College,Life Sciences,Travel_Rarely,High,1,High,76,2517,11,No,5,0,Low,2,Better,Excellent
1,1260,Research & Development,Healthcare Representative,No,Male,29,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,2,Very High,82,6623,11,Yes,6,1,High,2,Better,Excellent
1,1263,Research & Development,Research Director,No,Male,48,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,5,Very High,76,18265,12,No,25,0,Very High,3,Best,Excellent
1,1264,Research & Development,Research Director,No,Female,29,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,4,Very High,87,16124,14,No,9,1,Very High,2,Good,Excellent
1,1265,Research & Development,Research Scientist,No,Female,34,Married,Bachelor,Technical Degree,Travel_Rarely,Very High,1,High,89,2585,17,No,2,0,High,5,Good,Excellent
1,1267,Sales,Manager,No,Male,44,Married,Bachelor,Marketing,Travel_Rarely,High,5,Medium,88,18213,11,No,26,3,Medium,5,Better,Excellent
1,1268,Sales,Sales Executive,No,Male,33,Divorced,Doctor,Marketing,Travel_Rarely,Very High,3,High,82,8380,14,Yes,10,0,Very High,3,Better,Excellent
1,1269,Research & Development,Research Scientist,No,Female,19,Single,Bachelor,Life Sciences,Travel_Rarely,Very High,1,Very High,57,2994,12,Yes,1,0,Medium,2,Better,Excellent
1,1270,Research & Development,Research Scientist,No,Male,23,Married,College,Life Sciences,Travel_Rarely,High,1,High,47,1223,22,No,1,0,Very High,2,Better,Outstanding
1,1273,Sales,Sales Representative,Yes,Male,25,Single,Below College,Life Sciences,Travel_Frequently,Low,1,Very High,73,1118,14,Yes,1,1,High,4,Better,Excellent
1,1275,Research & Development,Research Scientist,No,Male,26,Single,College,Life Sciences,Travel_Rarely,High,1,Very High,53,2875,20,Yes,8,2,High,2,Good,Outstanding
1,1277,Sales,Manager,Yes,Female,45,Single,Bachelor,Marketing,Travel_Rarely,Low,5,Medium,94,18824,16,Yes,26,1,Low,2,Better,Excellent
1,1278,Research & Development,Healthcare Representative,No,Male,55,Divorced,Below College,Medical,Non-Travel,Medium,4,Medium,37,13577,15,Yes,34,15,Very High,3,Better,Excellent
