default,amount,grade,years,ownership,income,age
0,10000,C,1.0,OWN,53000.0,35
1,10000,D,8.0,MORTGAGE,90305.0,31
0,5325,D,5.0,MORTGAGE,39300.0,22
1,3000,A,11.0,MORTGAGE,65000.0,27
0,23800,B,6.0,MORTGAGE,47600.0,30
0,10000,B,4.0,MORTGAGE,44000.0,22
0,5000,C,21.0,RENT,68004.0,33
1,4000,F,7.0,MORTGAGE,70000.0,24
0,10000,B,4.0,MORTGAGE,108000.0,28
0,15000,B,0.0,OWN,40000.0,26
1,25000,D,28.0,MORTGAGE,160000.0,35
0,2500,E,2.0,MORTGAGE,20004.0,23
0,13000,A,1.0,MORTGAGE,130000.0,22
1,11500,A,1.0,MORTGAGE,27600.0,25
0,5000,B,1.0,OWN,25000.0,26
1,1200,C,2.0,MORTGAGE,48000.0,29
1,10000,B,0.0,MORTGAGE,34000.0,53
0,12000,B,2.0,RENT,38000.0,32
0,7000,A,6.0,RENT,37200.0,25
0,3000,B,2.0,RENT,15840.0,57
0,4000,B,0.0,OWN,96000.0,25
1,6775,B,5.0,MORTGAGE,84000.0,27
1,5000,C,0.0,MORTGAGE,61000.0,29
0,12000,C,8.0,MORTGAGE,78000.0,26
0,1700,C,1.0,RENT,40000.0,28
1,15000,D,12.0,RENT,54000.0,31
0,10000,B,7.0,RENT,68000.0,30
1,3000,C,2.0,RENT,55000.0,25
0,12000,A,16.0,MORTGAGE,55000.0,21
0,10000,A,7.0,MORTGAGE,70000.0,30
0,4800,B,0.0,RENT,48000.0,24
1,1200,C,3.0,RENT,26400.0,23
1,1625,D,3.0,MORTGAGE,21120.0,22
0,9000,B,3.0,MORTGAGE,41000.0,24
1,3000,B,2.0,RENT,76000.0,32
0,16500,A,18.0,MORTGAGE,107900.0,26
1,20000,B,5.0,MORTGAGE,95000.0,23
0,6000,B,4.0,RENT,50000.0,26
1,5000,D,0.0,RENT,48000.0,29
0,10000,B,11.0,OWN,48000.0,33
1,10800,D,9.0,RENT,75000.0,23
0,6000,B,3.0,OWN,24000.0,22
1,5000,D,0.0,RENT,66000.0,27
0,5000,B,11.0,RENT,50000.0,29
1,12000,B,17.0,RENT,57200.0,28
1,3200,E,5.0,RENT,15600.0,22
1,2500,G,4.0,MORTGAGE,45600.0,27
1,3000,C,1.0,RENT,30000.0,24
0,6000,C,5.0,RENT,50000.0,24
1,12000,B,4.0,RENT,24996.0,22
1,15000,D,7.0,MORTGAGE,66000.0,26
0,25000,D,1.0,RENT,98000.0,31
1,12000,A,3.0,RENT,187000.0,34
0,4900,A,7.0,MORTGAGE,90000.0,23
0,3200,A,1.0,RENT,43000.0,30
1,10300,A,0.0,RENT,29856.0,23
1,2500,B,,MORTGAGE,32400.0,28
1,9375,B,1.0,RENT,30000.0,22
0,7200,A,11.0,OWN,10080.0,33
1,10000,C,0.0,RENT,95000.0,25
1,6000,A,6.0,MORTGAGE,26400.0,27
0,1000,B,3.0,RENT,36000.0,23
0,3200,B,2.0,RENT,27600.0,25
1,5000,A,2.0,RENT,48000.0,31
0,6000,A,15.0,MORTGAGE,55000.0,24
0,12000,A,14.0,MORTGAGE,150000.0,29
0,12000,B,16.0,MORTGAGE,78000.0,28
1,6075,B,2.0,RENT,12000.0,32
0,24400,A,6.0,MORTGAGE,90000.0,27
1,6000,B,1.0,RENT,37000.0,23
0,4000,A,2.0,MORTGAGE,75000.0,26
0,8000,A,2.0,RENT,52000.0,24
0,7200,A,2.0,RENT,35000.0,28
0,35000,D,12.0,OWN,115000.0,29
0,7200,B,6.0,RENT,135000.0,25
1,10000,D,5.0,RENT,71600.0,26
0,9000,A,26.0,RENT,59520.0,29
1,10000,D,0.0,RENT,48000.0,23
1,8000,B,16.0,RENT,120000.0,37
0,6000,A,3.0,MORTGAGE,50400.0,33
0,5000,C,7.0,MORTGAGE,100000.0,42
0,6250,B,4.0,RENT,18000.0,29
0,4150,B,4.0,RENT,100000.0,23
0,9000,A,0.0,MORTGAGE,30000.0,32
0,11700,C,2.0,MORTGAGE,55600.0,24
0,7000,D,2.0,RENT,46000.0,29
1,6000,B,1.0,RENT,76000.0,31
1,8000,B,3.0,RENT,36500.0,36
1,5000,B,22.0,MORTGAGE,38400.0,23
1,6200,B,0.0,OWN,24000.0,31
1,7200,B,0.0,RENT,31700.0,21
0,10000,B,15.0,RENT,43000.0,27
0,16000,A,18.0,MORTGAGE,78500.0,25
0,11500,B,3.0,RENT,74000.0,24
0,2500,E,7.0,RENT,27024.0,25
0,4000,D,27.0,RENT,45000.0,23
0,9000,A,0.0,MORTGAGE,74000.0,29
1,4000,A,7.0,MORTGAGE,35000.0,22
0,7000,B,4.0,MORTGAGE,60000.0,26
0,6000,E,0.0,RENT,51000.0,24
1,21250,B,5.0,RENT,37000.0,22
0,8400,B,7.0,MORTGAGE,28800.0,23
0,8400,A,2.0,RENT,49872.0,35
0,2100,B,0.0,RENT,33500.0,27
1,12000,B,7.0,RENT,37200.0,22
1,2500,B,0.0,RENT,13200.0,22
0,4000,A,15.0,RENT,62500.0,25
0,10400,A,0.0,RENT,30456.0,27
0,14000,A,12.0,RENT,30000.0,22
0,20000,C,9.0,RENT,106000.0,30
0,10000,B,6.0,RENT,45000.0,22
0,7200,A,11.0,OWN,10080.0,33
0,3000,B,3.0,RENT,24000.0,22
0,5600,B,8.0,RENT,57995.0,29
0,24250,D,9.0,OWN,127500.0,26
1,12000,A,28.0,MORTGAGE,26004.0,22
0,20000,B,3.0,RENT,172500.0,26
1,1200,D,2.0,RENT,10000.0,27
0,15000,B,5.0,OWN,160000.0,25
1,11200,D,5.0,RENT,26000.0,22
0,18300,B,9.0,MORTGAGE,108000.0,26
0,725,A,1.0,RENT,12000.0,27
1,6725,A,6.0,MORTGAGE,36000.0,23
1,5000,A,11.0,MORTGAGE,54000.0,26
0,6000,D,7.0,MORTGAGE,55777.0,30
1,16450,B,0.0,OWN,38400.0,33
0,10000,D,12.0,RENT,61000.0,29
0,5000,D,8.0,MORTGAGE,72000.0,38
1,10000,B,10.0,RENT,39000.0,22
0,1850,B,0.0,RENT,42000.0,30
1,10000,B,7.0,RENT,120000.0,23
1,1800,B,2.0,OWN,24449.16,22
0,11000,B,3.0,RENT,39000.0,27
0,10000,C,4.0,RENT,44160.0,23
1,3500,C,17.0,OWN,18000.0,28
0,1200,A,4.0,RENT,9960.0,24
1,8500,A,40.0,MORTGAGE,60000.0,26
0,7125,A,,OWN,21600.0,21
0,4775,B,4.0,MORTGAGE,51000.0,36
1,5000,E,2.0,RENT,36000.0,27
1,3000,B,0.0,RENT,19200.0,23
0,17000,B,4.0,RENT,61000.0,32
0,10500,A,3.0,RENT,29000.0,40
0,16000,C,0.0,MORTGAGE,100000.0,24
0,12000,A,3.0,MORTGAGE,77000.0,43
0,9000,B,,RENT,36000.0,23
0,4200,C,8.0,MORTGAGE,72061.0,44
1,25000,D,4.0,MORTGAGE,128000.0,27
1,6125,D,1.0,MORTGAGE,40300.0,28
1,5000,C,6.0,RENT,35000.0,26
1,5275,C,4.0,RENT,15600.0,29
1,9750,D,1.0,RENT,39000.0,31
0,10000,A,7.0,MORTGAGE,45000.0,21
1,3000,C,0.0,RENT,42000.0,23
1,25000,E,5.0,RENT,75000.0,27
0,1675,B,3.0,RENT,24960.0,23
0,1325,A,17.0,OWN,39456.0,24
0,6200,A,7.0,MORTGAGE,62000.0,24
0,8000,A,2.0,RENT,78000.0,31
1,13000,A,6.0,RENT,42000.0,26
0,12000,B,0.0,OWN,23004.0,36
1,14400,D,1.0,RENT,36120.0,38
1,14500,D,1.0,RENT,36000.0,21
1,3400,D,1.0,RENT,32004.0,32
0,5000,A,4.0,MORTGAGE,45000.0,21
0,6000,B,1.0,MORTGAGE,150000.0,26
1,8000,C,9.0,RENT,42000.0,25
1,22000,C,19.0,RENT,49000.0,25
0,9600,C,14.0,RENT,58000.0,26
0,10000,B,0.0,RENT,80000.0,25
0,6000,B,32.0,MORTGAGE,75000.0,23
0,4800,C,4.0,RENT,42000.0,22
0,4400,B,0.0,MORTGAGE,48000.0,24
0,19200,A,3.0,RENT,60000.0,28
0,6500,E,0.0,RENT,21840.0,27
1,14000,C,9.0,MORTGAGE,87000.0,30
1,6000,D,3.0,RENT,15000.0,22
1,5500,A,,MORTGAGE,36780.0,25
0,7000,B,25.0,MORTGAGE,70000.0,24
0,15000,B,10.0,MORTGAGE,75000.0,23
1,35000,D,14.0,OWN,100000.0,23
1,25000,C,6.0,RENT,115000.0,36
0,9000,B,1.0,RENT,41000.0,28
1,10000,C,0.0,RENT,39000.0,25
1,6000,B,6.0,MORTGAGE,48000.0,29
0,10000,D,0.0,RENT,85000.0,23
0,2500,A,6.0,MORTGAGE,81000.0,28
0,20000,A,1.0,OWN,158000.0,29
0,11000,B,3.0,RENT,90000.0,35
0,12000,C,4.0,RENT,42000.0,23
1,5000,B,6.0,MORTGAGE,77000.0,24
0,3200,A,12.0,MORTGAGE,82000.0,26
0,11500,A,5.0,MORTGAGE,29000.0,23
0,25000,D,4.0,MORTGAGE,67100.0,24
0,6425,C,0.0,RENT,70000.0,24
0,25000,D,8.0,MORTGAGE,160000.0,24
0,4000,A,0.0,RENT,45000.0,28
1,8400,D,8.0,MORTGAGE,56000.0,27
1,7000,A,8.0,MORTGAGE,39000.0,36
0,4500,A,10.0,MORTGAGE,95000.0,23
1,7550,B,21.0,RENT,73000.0,26
1,2000,A,,MORTGAGE,12600.0,22
0,6600,A,25.0,OWN,26400.0,35
0,3100,A,4.0,MORTGAGE,56004.0,27
1,3325,D,0.0,RENT,75000.0,27
1,18000,B,3.0,MORTGAGE,85000.0,27
1,7200,E,5.0,RENT,35000.0,37
1,5000,D,6.0,RENT,50000.0,23
0,21600,C,2.0,OWN,95000.0,41
1,20000,C,21.0,MORTGAGE,100000.0,33
0,10000,B,18.0,RENT,88000.0,26
0,15000,B,5.0,RENT,65000.0,29
0,25000,F,0.0,MORTGAGE,225000.0,25
0,3000,A,7.0,MORTGAGE,54000.0,23
1,7500,C,7.0,MORTGAGE,92004.0,26
0,6000,D,4.0,RENT,18996.0,22
0,9350,A,4.0,RENT,50000.0,22
0,3000,A,2.0,RENT,42000.0,23
1,6000,E,0.0,RENT,50000.0,34
0,11350,A,6.0,RENT,43200.0,33
1,15000,D,2.0,MORTGAGE,99996.0,29
0,6000,A,11.0,MORTGAGE,98004.0,43
1,13750,C,2.0,MORTGAGE,42000.0,25
1,4400,C,15.0,MORTGAGE,51480.0,23
0,7500,B,11.0,MORTGAGE,79000.0,25
0,9000,B,0.0,RENT,23900.0,22
0,11700,A,,MORTGAGE,77705.88,23
0,10000,D,0.0,RENT,46000.0,42
0,9600,A,5.0,MORTGAGE,50000.0,32
0,8000,B,5.0,MORTGAGE,35000.0,35
1,7200,A,26.0,MORTGAGE,61200.0,22
0,7500,A,4.0,RENT,48000.0,23
0,8575,B,26.0,MORTGAGE,120000.0,24
1,20000,E,9.0,RENT,186462.0,36
0,10000,A,2.0,MORTGAGE,37000.0,23
1,3000,B,12.0,RENT,64800.0,23
0,3000,B,0.0,RENT,21000.0,41
0,5000,D,3.0,RENT,42000.0,29
0,4750,C,0.0,MORTGAGE,25000.0,23
0,8500,A,3.0,MORTGAGE,42000.0,24
1,4000,B,0.0,RENT,130068.0,24
0,5500,C,0.0,RENT,73700.0,24
0,2500,C,2.0,RENT,14400.0,26
1,4000,E,,OWN,37200.0,25
0,7000,A,0.0,RENT,60000.0,24
0,1500,C,2.0,RENT,26000.0,29
0,4000,B,3.0,RENT,31200.0,24
1,12000,C,6.0,RENT,25200.0,34
0,5000,B,0.0,MORTGAGE,38400.0,23
0,16000,B,14.0,MORTGAGE,92000.0,34
0,9200,B,,OWN,32496.0,27
1,6000,D,9.0,MORTGAGE,65827.0,47
1,18000,D,8.0,RENT,48000.0,24
1,3400,B,17.0,MORTGAGE,76145.0,25
1,2000,A,3.0,RENT,45000.0,25
1,2400,C,3.0,RENT,60000.0,24
1,10000,D,8.0,RENT,68000.0,32
0,3000,B,2.0,RENT,27600.0,21
1,20000,C,3.0,RENT,108901.0,25
0,1000,C,,RENT,24000.0,30
1,16400,C,5.0,OWN,54996.0,27
0,4000,C,5.0,RENT,86095.0,27
0,15000,D,3.0,RENT,45000.0,26
1,20000,C,9.0,RENT,69000.0,30
1,12000,D,22.0,RENT,72000.0,25
1,1500,B,,RENT,30000.0,28
1,4325,A,1.0,RENT,48000.0,23
0,10000,D,3.0,RENT,57600.0,23
0,5050,D,8.0,RENT,40000.0,26
0,9000,A,3.0,MORTGAGE,110000.0,36
1,7500,D,1.0,RENT,37000.0,28
0,10000,B,0.0,MORTGAGE,85000.0,24
0,6000,A,33.0,MORTGAGE,120000.0,23
0,7000,A,5.0,RENT,60000.0,24
0,16000,E,3.0,RENT,139992.0,23
0,1600,C,2.0,RENT,23000.0,24
1,20000,B,13.0,RENT,75000.0,28
0,8000,B,5.0,RENT,27996.0,30
0,7000,A,5.0,MORTGAGE,43000.0,21
0,10000,C,1.0,MORTGAGE,100000.0,29
1,16000,B,0.0,MORTGAGE,93000.0,23
0,10000,B,1.0,RENT,45000.0,28
1,10000,A,1.0,RENT,30000.0,22
0,3600,B,4.0,RENT,31000.0,22
0,4000,B,3.0,MORTGAGE,45000.0,22
1,3000,A,1.0,RENT,54000.0,25
1,10500,A,20.0,MORTGAGE,48000.0,23
0,5000,C,0.0,RENT,32000.0,41
1,13800,C,2.0,RENT,57600.0,27
1,3500,A,2.0,RENT,12996.0,22
0,12000,A,2.0,MORTGAGE,120000.0,24
0,12000,A,2.0,MORTGAGE,44000.0,21
0,8500,B,2.0,MORTGAGE,55000.0,26
1,15000,B,8.0,MORTGAGE,50000.0,23
0,11500,B,5.0,MORTGAGE,34000.0,22
1,21200,B,20.0,MORTGAGE,60000.0,23
0,7200,A,4.0,MORTGAGE,105000.0,23
1,6000,A,,RENT,21640.0,24
0,18000,B,12.0,RENT,66000.0,25
1,35000,A,0.0,MORTGAGE,150000.0,31
0,12000,E,2.0,RENT,85000.0,25
0,9200,A,1.0,MORTGAGE,68000.0,40
0,9225,A,5.0,OWN,45996.0,26
0,3500,D,4.0,RENT,48000.0,28
0,4000,B,1.0,RENT,35000.0,31
0,5000,A,8.0,RENT,60000.0,30
0,18250,B,0.0,RENT,34000.0,22
0,13000,A,2.0,MORTGAGE,72100.0,22
1,8000,D,15.0,OWN,45678.84,28
0,7500,A,2.0,MORTGAGE,48000.0,33
0,16800,A,3.0,MORTGAGE,121000.0,27
1,8000,C,0.0,RENT,13000.0,31
0,15000,A,13.0,MORTGAGE,97781.0,23
1,14000,B,6.0,MORTGAGE,90000.0,23
0,6000,A,4.0,MORTGAGE,76486.08,26
1,7000,C,4.0,RENT,45000.0,27
1,3200,B,11.0,MORTGAGE,77000.0,22
1,3000,B,1.0,RENT,42000.0,22
0,8000,C,9.0,RENT,64000.0,31
0,15000,C,3.0,MORTGAGE,80300.0,34
0,12000,A,3.0,RENT,52000.0,32
1,3000,C,,OWN,57600.0,27
0,6400,B,4.0,RENT,75000.0,24
0,6000,C,27.0,OWN,75000.0,27
0,19750,C,0.0,RENT,45000.0,36
0,1000,B,3.0,MORTGAGE,35138.4,25
0,2100,B,3.0,RENT,39000.0,27
1,9000,A,3.0,MORTGAGE,86400.0,23
0,16750,B,15.0,MORTGAGE,42000.0,49
0,5000,C,3.0,RENT,65000.0,23
0,11200,A,9.0,MORTGAGE,87000.0,22
1,10000,C,3.0,MORTGAGE,30000.0,22
1,7000,A,12.0,RENT,66000.0,24
0,2500,B,1.0,RENT,115000.0,32
0,12000,A,2.0,RENT,42000.0,25
1,3300,C,0.0,OWN,41196.0,33
1,11200,B,3.0,RENT,75000.0,30
0,3000,B,5.0,MORTGAGE,34800.0,27
0,14000,A,5.0,RENT,36000.0,34
1,14400,C,3.0,MORTGAGE,48000.0,48
0,6500,B,9.0,MORTGAGE,57600.0,24
0,4000,A,8.0,OWN,26748.0,45
1,9600,A,3.0,RENT,65000.0,26
1,9000,B,4.0,MORTGAGE,145000.0,26
1,12250,A,4.0,MORTGAGE,40000.0,26
0,1500,B,13.0,MORTGAGE,35000.0,41
1,28000,A,4.0,MORTGAGE,118000.0,24
1,7650,E,4.0,RENT,39000.0,29
0,7500,B,1.0,OWN,22300.0,23
0,17300,D,8.0,MORTGAGE,56400.0,22
0,12000,C,0.0,RENT,48000.0,26
0,5000,C,24.0,RENT,90000.0,23
0,6000,D,1.0,RENT,45000.0,23
0,6000,C,3.0,RENT,46000.0,25
0,2700,B,6.0,RENT,15000.0,30
0,16775,C,7.0,RENT,83000.0,30
0,8000,A,5.0,MORTGAGE,70000.0,25
0,25000,B,19.0,MORTGAGE,102489.4,30
0,11000,A,9.0,RENT,43000.0,24
0,5000,B,6.0,MORTGAGE,69996.0,24
1,9725,B,8.0,OWN,50000.0,29
1,3000,B,7.0,RENT,80400.0,33
0,21000,B,3.0,RENT,80000.0,23
1,2050,B,1.0,RENT,30000.0,31
0,9175,B,15.0,OWN,25000.0,32
0,10000,C,4.0,RENT,33000.0,23
0,12000,A,1.0,MORTGAGE,1200000.0,32
0,10000,A,0.0,RENT,90000.0,23
0,7400,E,0.0,RENT,48000.0,25
0,10000,C,8.0,MORTGAGE,72000.0,34
0,12000,A,0.0,MORTGAGE,95400.0,21
0,2150,B,0.0,RENT,20000.0,28
1,5000,B,13.0,RENT,55000.0,30
0,3000,A,9.0,MORTGAGE,48156.0,22
0,12000,B,0.0,MORTGAGE,65000.0,49
1,15000,B,3.0,MORTGAGE,182496.0,27
0,5000,A,6.0,RENT,34000.0,25
0,16000,A,13.0,MORTGAGE,90000.0,22
0,21000,B,6.0,RENT,117000.0,29
0,6400,C,0.0,RENT,25000.0,23
0,1600,B,2.0,MORTGAGE,30000.0,29
0,12000,B,13.0,OWN,33000.0,22
0,15000,B,0.0,MORTGAGE,19500.0,21
0,4500,A,3.0,MORTGAGE,58000.0,21
1,6000,D,4.0,RENT,55000.0,21
0,3200,A,3.0,OWN,50000.0,28
0,9000,D,34.0,RENT,56000.0,24
1,2000,A,22.0,MORTGAGE,63600.0,35
0,5000,C,1.0,OWN,85000.0,25
0,7000,A,14.0,MORTGAGE,25000.0,26
1,6000,A,2.0,RENT,37200.0,27
1,10000,B,4.0,MORTGAGE,73524.0,24
1,24000,B,4.0,MORTGAGE,90000.0,28
1,25000,B,4.0,MORTGAGE,80000.0,23
1,6000,C,12.0,RENT,58800.0,22
0,2000,A,0.0,RENT,44000.0,30
0,7975,A,8.0,MORTGAGE,40800.0,22
0,4075,A,6.0,MORTGAGE,45000.0,24
0,6500,C,0.0,RENT,55000.0,38
1,6000,A,0.0,RENT,50000.0,40
1,4800,C,4.0,RENT,36000.0,22
0,4000,C,0.0,RENT,17500.0,21
1,3800,D,0.0,OWN,20400.0,22
0,11500,A,17.0,OWN,60000.0,22
0,7500,A,3.0,MORTGAGE,83000.0,31
0,9000,C,2.0,RENT,34000.0,24
0,15000,D,3.0,MORTGAGE,58000.0,24
0,6500,B,2.0,RENT,26400.0,29
1,6000,B,4.0,RENT,38004.0,30
0,6000,B,20.0,RENT,80490.0,24
0,10000,A,6.0,RENT,79200.0,28
0,20000,E,0.0,MORTGAGE,120000.0,25
0,5000,C,5.0,RENT,87000.0,36
1,14400,B,8.0,RENT,125000.0,25
0,9300,A,11.0,MORTGAGE,96900.0,24
0,17000,A,3.0,RENT,55782.0,24
1,10000,D,40.0,RENT,30000.0,28
0,8000,D,2.0,RENT,45000.0,41
0,7000,A,2.0,RENT,50000.0,26
1,2800,C,3.0,MORTGAGE,45325.0,23
0,24000,B,29.0,MORTGAGE,85000.0,25
1,8000,C,5.0,MORTGAGE,52000.0,31
0,21000,A,1.0,MORTGAGE,144000.0,36
1,2000,D,2.0,RENT,14400.0,26
1,1950,B,0.0,MORTGAGE,100128.0,24
0,4000,A,7.0,RENT,33000.0,27
1,8000,D,3.0,RENT,52000.0,26
0,20000,B,2.0,MORTGAGE,135000.0,31
0,15000,A,15.0,MORTGAGE,148000.0,22
0,8500,A,5.0,RENT,64777.55,38
0,5000,A,7.0,MORTGAGE,44000.0,25
0,3200,A,2.0,OWN,9600.0,24
1,6250,D,4.0,MORTGAGE,28000.0,43
0,10000,C,7.0,MORTGAGE,38400.0,24
0,15000,D,3.0,RENT,52800.0,32
0,3600,B,4.0,RENT,53000.0,33
1,9400,A,6.0,RENT,33000.0,41
1,16250,B,5.0,RENT,53000.0,26
1,20000,D,2.0,RENT,52000.0,22
0,6000,A,0.0,RENT,33500.0,33
1,3000,C,7.0,RENT,31400.0,31
1,9600,B,3.0,MORTGAGE,39996.0,31
0,8500,C,8.0,MORTGAGE,69383.0,22
0,16500,A,18.0,MORTGAGE,107900.0,26
1,10000,B,0.0,RENT,43200.0,53
0,2800,C,4.0,MORTGAGE,25000.0,21
1,4800,E,11.0,RENT,73200.0,22
0,15000,A,11.0,MORTGAGE,110004.0,25
1,10000,C,18.0,RENT,32000.0,23
0,1450,C,0.0,RENT,17000.0,29
1,8500,C,1.0,MORTGAGE,78000.0,22
1,20000,E,2.0,MORTGAGE,68000.0,25
0,5200,A,8.0,MORTGAGE,48000.0,32
0,6000,B,6.0,RENT,45000.0,38
0,15000,A,15.0,MORTGAGE,95200.0,32
1,22500,A,3.0,MORTGAGE,50000.0,26
0,1000,D,22.0,MORTGAGE,42588.0,21
1,6000,A,3.0,OWN,50000.0,22
0,4000,B,1.0,RENT,26000.0,23
0,33000,E,13.0,MORTGAGE,220000.0,32
1,20000,C,8.0,RENT,75000.0,35
1,7200,A,5.0,OWN,25000.0,23
0,4525,A,,OWN,24960.0,22
0,3500,C,1.0,RENT,26400.0,22
1,25000,B,9.0,MORTGAGE,84000.0,24
0,4000,B,17.0,MORTGAGE,45000.0,25
1,10000,D,4.0,MORTGAGE,90000.0,28
1,25000,C,1.0,MORTGAGE,130000.0,34
0,25000,E,4.0,MORTGAGE,72400.0,24
1,10000,A,20.0,OWN,59000.0,28
0,6000,A,2.0,RENT,47000.0,22
1,14500,C,3.0,RENT,57996.0,22
0,15000,A,13.0,MORTGAGE,100000.0,22
0,20000,D,0.0,OTHER,79404.0,25
0,4200,A,8.0,MORTGAGE,66000.0,31
1,3000,C,4.0,RENT,18000.0,23
0,14850,A,8.0,RENT,31500.0,25
1,5000,B,3.0,RENT,52000.0,43
0,4000,A,0.0,RENT,55000.0,26
1,6000,B,3.0,RENT,45600.0,26
0,4400,B,7.0,OWN,26496.0,34
1,12000,B,1.0,MORTGAGE,94800.0,23
0,8000,A,2.0,MORTGAGE,64000.0,34
1,7000,A,,MORTGAGE,45000.0,24
1,12000,D,16.0,RENT,250000.0,27
0,18325,A,11.0,MORTGAGE,159960.0,26
0,2000,C,24.0,MORTGAGE,30000.0,22
1,12000,A,23.0,MORTGAGE,53000.0,25
1,2000,C,2.0,OWN,35000.0,34
1,7000,C,18.0,RENT,67350.0,28
0,6500,A,26.0,MORTGAGE,38500.0,21
0,7000,C,2.0,RENT,24000.0,26
0,3000,B,0.0,MORTGAGE,129600.0,25
1,5000,C,15.0,RENT,83004.0,32
0,12000,C,3.0,MORTGAGE,45000.0,39
1,2500,D,6.0,RENT,38400.0,33
1,10000,B,9.0,RENT,35004.0,34
0,12000,A,11.0,MORTGAGE,65000.0,26
1,4000,B,1.0,MORTGAGE,35000.0,28
0,3000,C,38.0,MORTGAGE,105000.0,24
1,10000,B,3.0,MORTGAGE,80000.0,22
0,1800,C,0.0,RENT,57000.0,22
1,12000,C,9.0,MORTGAGE,88000.0,31
1,7200,B,6.0,RENT,50000.0,35
0,20000,E,13.0,MORTGAGE,90996.0,24
0,17500,E,7.0,RENT,54996.0,24
1,4500,E,2.0,RENT,21000.0,25
0,4800,B,5.0,RENT,26004.0,22
0,3300,B,1.0,MORTGAGE,45000.0,22
0,7800,B,3.0,MORTGAGE,26000.0,23
1,7000,C,7.0,OWN,60000.0,49
0,12475,A,5.0,MORTGAGE,66000.0,48
1,7500,D,7.0,MORTGAGE,50000.0,21
0,7000,A,3.0,OWN,42000.0,22
1,20000,E,18.0,RENT,76000.0,24
1,5000,C,1.0,OWN,30000.0,33
0,12000,D,5.0,RENT,72000.0,34
1,7000,E,5.0,OWN,46800.0,25
0,7200,A,22.0,MORTGAGE,40200.0,21
0,20000,A,4.0,MORTGAGE,59000.0,22
1,4500,B,1.0,MORTGAGE,42000.0,26
0,15000,C,3.0,RENT,122000.0,27
1,20000,D,15.0,MORTGAGE,100000.0,25
1,15450,E,5.0,MORTGAGE,42000.0,28
0,16000,B,20.0,MORTGAGE,300000.0,34
0,10000,B,5.0,RENT,39600.0,22
0,10000,B,0.0,MORTGAGE,75000.0,32
1,1300,C,3.0,RENT,9600.0,24
0,7000,B,11.0,MORTGAGE,59147.0,27
1,3600,C,6.0,MORTGAGE,98000.0,33
0,12000,C,5.0,MORTGAGE,54000.0,22
0,20000,B,0.0,RENT,100000.0,22
0,20000,B,10.0,MORTGAGE,81600.0,25
0,3050,A,13.0,MORTGAGE,30000.0,46
0,8500,B,9.0,MORTGAGE,42000.0,29
1,8400,A,12.0,RENT,72000.0,28
0,9000,B,5.0,MORTGAGE,120000.0,29
0,8000,B,0.0,RENT,26000.0,22
0,35000,A,0.0,MORTGAGE,144000.0,35
1,12000,D,12.0,MORTGAGE,54000.0,22
1,12000,C,1.0,RENT,79500.0,23
0,8000,B,3.0,RENT,52000.0,26
1,18250,C,8.0,RENT,52000.0,25
0,4000,C,4.0,RENT,54000.0,27
1,25000,D,3.0,MORTGAGE,134000.0,35
0,8000,B,3.0,RENT,50000.0,24
0,3000,A,2.0,RENT,64200.0,40
0,23750,B,6.0,MORTGAGE,80000.0,27
1,7200,B,0.0,RENT,14400.0,22
0,12000,A,7.0,RENT,91392.0,23
0,5000,A,0.0,MORTGAGE,95000.0,28
0,19775,B,2.0,RENT,49110.32,30
0,7000,A,12.0,RENT,75000.0,36
1,14000,A,11.0,OWN,45600.0,23
0,3250,D,4.0,OWN,25920.0,24
1,19275,E,8.0,RENT,33600.0,40
1,8400,C,,MORTGAGE,66000.0,27
1,2500,A,,OWN,12000.0,21
0,25000,B,9.0,MORTGAGE,125000.0,24
0,4000,B,2.0,RENT,24000.0,23
0,7250,A,0.0,RENT,20800.0,30
0,1500,A,2.0,RENT,32004.0,35
1,2400,D,1.0,RENT,30000.0,21
0,15000,B,18.0,RENT,28000.0,22
1,15000,D,1.0,RENT,110000.0,60
1,5800,A,,RENT,26988.0,31
1,22000,C,4.0,MORTGAGE,83200.0,23
0,5600,A,16.0,RENT,43000.0,32
0,10000,B,1.0,RENT,145000.0,26
0,12000,A,5.0,MORTGAGE,80000.0,25
0,8000,A,5.0,RENT,45286.8,23
1,8000,C,0.0,MORTGAGE,37732.83,35
1,10000,A,18.0,MORTGAGE,55000.0,22
1,5600,D,1.0,RENT,45000.0,22
1,6000,B,1.0,OWN,35000.0,36
0,8000,B,6.0,RENT,25000.0,43
0,3500,B,4.0,MORTGAGE,59000.0,26
0,12000,B,5.0,MORTGAGE,100000.0,24
1,15250,B,4.0,MORTGAGE,90000.0,23
0,9500,A,3.0,RENT,60000.0,36
1,11225,D,14.0,MORTGAGE,31356.0,22
1,2500,C,7.0,MORTGAGE,40000.0,28
1,5000,D,14.0,MORTGAGE,89000.0,24
1,8000,D,0.0,RENT,41600.0,30
1,3550,B,4.0,RENT,38400.0,29
1,4200,D,3.0,RENT,22560.0,22
1,2775,D,0.0,RENT,25000.0,37
0,6300,B,5.0,OWN,28000.0,30
0,4000,D,0.0,OWN,31193.0,22
0,18000,A,11.0,MORTGAGE,99000.0,22
1,20000,B,5.0,MORTGAGE,100970.0,27
0,10000,B,5.0,MORTGAGE,75000.0,25
1,12000,D,5.0,RENT,125000.0,32
