"Age","Gender","OwnHome","Married","Location","Salary","Children","History","Catalogs","AmountSpent","Cust_Id"
"Young","Female","Own","Single","Close",44700,1,"Medium",6,502,1218
"Old","Female","Own","Married","Close",69400,0,"High",18,2419,1075
"Middle","Male","Own","Married","Close",64300,2,"Medium",6,661,683
"Middle","Male","Own","Single","Far",75400,0,"High",24,2723,289
"Middle","Male","Own","Married","Close",96100,0,"High",6,1588,744
"Old","Female","Own","Married","Close",118000,3,"Low",12,581,1197
"Young","Male","Rent","Married","Close",69700,1,"Medium",12,1432,834
"Old","Male","Own","Single","Close",59300,0,"Medium",12,929,244
"Middle","Female","Rent","Married","Close",88600,3,"Low",6,212,44
"Middle","Male","Own","Married","Close",102600,0,"High",18,2546,789
"Middle","Male","Rent","Single","Close",43700,0,NA,18,1344,1209
"Old","Female","Own","Married","Close",22400,0,NA,24,947,611
"Middle","Male","Rent","Married","Far",70500,1,NA,24,2145,588
"Middle","Male","Own","Married","Close",54200,1,"Medium",6,757,902
"Middle","Female","Own","Single","Far",25300,1,NA,6,451,329
"Old","Male","Own","Married","Close",116100,1,"High",24,2975,610
"Young","Female","Rent","Single","Close",15900,0,NA,18,406,230
"Middle","Female","Own","Single","Close",46600,3,"Low",6,158,397
"Young","Male","Own","Single","Close",23200,0,NA,24,534,299
"Young","Male","Rent","Single","Close",18200,0,"Low",12,401,708
"Middle","Female","Own","Married","Close",82700,1,"High",18,1753,822
"Young","Female","Rent","Single","Close",17000,0,"Low",18,659,128
"Middle","Male","Own","Married","Close",83000,2,"Medium",6,726,1278
"Young","Female","Own","Married","Close",42400,1,NA,18,1166,545
"Old","Male","Own","Single","Close",40200,2,NA,18,1197,797
"Young","Female","Rent","Single","Far",17300,0,"Low",6,411,466
"Middle","Female","Own","Married","Close",109800,1,"High",24,2258,789
"Middle","Female","Own","Single","Far",64400,3,"Medium",24,1913,801
"Young","Female","Rent","Single","Far",27600,1,"Medium",24,893,542
"Young","Female","Rent","Single","Close",25100,1,NA,6,421,1197
"Middle","Female","Own","Single","Close",46300,3,NA,6,1138,739
"Old","Female","Own","Married","Far",74900,0,NA,12,1804,971
"Middle","Male","Own","Single","Close",67900,0,"High",18,1418,305
"Middle","Male","Rent","Married","Close",88500,2,"Medium",24,1104,1194
"Middle","Male","Own","Married","Close",99200,3,NA,12,2796,949
"Old","Female","Own","Married","Close",62800,0,"High",18,1403,506
"Old","Male","Own","Married","Far",76900,2,"High",24,3230,207
"Middle","Male","Own","Married","Close",84100,3,NA,6,1352,541
"Old","Female","Own","Married","Close",77600,0,"High",18,2004,662
"Young","Female","Rent","Single","Close",19100,1,"Low",18,403,1166
"Old","Female","Own","Married","Far",128700,0,"High",24,3995,1164
"Young","Female","Rent","Single","Far",14400,1,"Low",6,390,695
"Old","Male","Rent","Married","Close",49600,0,"Medium",6,770,153
"Middle","Female","Rent","Single","Close",47000,0,NA,6,963,796
"Young","Female","Rent","Married","Close",36600,0,"Medium",6,833,695
"Middle","Female","Own","Single","Close",65800,1,"Medium",12,869,819
"Middle","Male","Rent","Married","Far",52800,2,"Medium",12,926,740
"Middle","Male","Own","Married","Close",96500,0,"High",24,3780,494
"Middle","Female","Rent","Married","Close",63500,1,"Medium",18,1023,434
"Middle","Male","Rent","Single","Close",60400,1,"Medium",6,791,832
"Middle","Male","Own","Married","Close",102700,3,NA,12,1473,575
"Middle","Male","Own","Married","Close",100100,2,NA,6,1597,108
"Middle","Male","Rent","Single","Close",54400,0,"Medium",6,1150,942
"Middle","Male","Rent","Married","Close",105600,3,"Low",6,304,337
"Old","Female","Own","Married","Far",57900,0,"High",12,1693,1291
"Young","Male","Own","Single","Close",31500,3,"Low",18,269,126
"Middle","Female","Rent","Married","Far",60100,1,"High",18,1430,142
"Middle","Male","Rent","Married","Close",87400,2,NA,18,2729,1094
"Middle","Male","Own","Married","Close",117900,0,"High",6,1760,264
"Middle","Male","Own","Single","Close",48800,1,"Medium",24,1271,421
"Middle","Female","Own","Married","Close",67900,3,"Low",12,356,119
"Old","Male","Rent","Married","Far",66200,0,NA,6,1024,598
"Middle","Male","Rent","Married","Close",88000,2,"Medium",6,524,44
"Middle","Male","Rent","Married","Close",94200,1,"High",18,1211,486
"Young","Female","Rent","Single","Close",29200,3,NA,6,636,148
"Young","Male","Rent","Single","Far",15300,0,"Low",24,645,1247
"Young","Male","Rent","Single","Far",17500,0,"Low",18,472,1170
"Old","Male","Own","Married","Close",168800,0,"High",6,1512,1286
"Middle","Male","Rent","Single","Far",40200,0,"High",18,1634,168
"Young","Male","Rent","Single","Close",28400,3,"Low",18,182,70
"Middle","Male","Rent","Married","Far",72200,3,"Medium",18,1042,49
"Middle","Female","Own","Single","Far",55200,0,"High",18,1714,1052
"Middle","Female","Rent","Single","Close",44600,0,"Medium",18,966,1059
"Middle","Male","Own","Single","Close",58400,0,"Medium",12,829,1063
"Middle","Female","Own","Single","Close",67800,1,"Medium",6,680,775
"Old","Female","Own","Single","Close",25500,0,"Low",18,636,610
"Young","Female","Rent","Single","Far",20000,3,"Low",6,182,516
"Middle","Male","Rent","Single","Far",52600,1,NA,18,1773,298
"Middle","Male","Rent","Married","Far",97600,1,NA,12,2902,984
"Old","Male","Own","Married","Close",23400,0,"Low",6,348,591
"Middle","Female","Own","Married","Close",102500,3,"Low",12,548,871
"Middle","Female","Own","Married","Far",52300,1,"High",18,2034,711
"Middle","Male","Rent","Single","Far",65400,0,"High",12,2296,1211
"Young","Male","Rent","Single","Close",19600,0,"Low",12,395,319
"Old","Male","Own","Married","Far",37000,0,"Medium",12,850,67
"Young","Female","Rent","Single","Far",13200,0,NA,18,512,1251
"Middle","Male","Rent","Single","Close",63800,1,"Medium",24,1622,513
"Old","Female","Rent","Single","Far",22600,0,NA,12,865,1052
"Old","Female","Own","Single","Close",37300,0,"Medium",6,673,63
"Young","Male","Rent","Single","Far",14900,1,NA,12,422,1108
"Middle","Female","Own","Single","Close",36700,1,NA,6,529,349
"Middle","Male","Own","Single","Close",63200,0,"High",24,1932,623
"Old","Male","Own","Married","Close",77300,0,"High",18,1853,860
"Middle","Male","Rent","Single","Close",43100,1,NA,12,1224,957
"Middle","Female","Rent","Single","Far",44800,1,"Medium",6,666,340
"Old","Female","Rent","Married","Close",70900,0,"High",24,1685,423
"Middle","Female","Rent","Single","Far",38200,0,"Medium",24,1476,126
"Young","Female","Rent","Single","Far",18400,1,"Low",6,319,110
"Middle","Female","Rent","Single","Close",40700,3,"Low",18,232,840
"Old","Male","Own","Single","Close",71300,0,"High",18,1543,1024
"Middle","Female","Rent","Single","Close",36400,2,"Low",18,506,1152
"Young","Male","Rent","Single","Close",15400,0,"Low",6,172,114
"Middle","Male","Own","Single","Far",39100,1,"Medium",12,1001,614
"Middle","Male","Rent","Single","Close",43800,0,"Medium",12,606,331
"Young","Male","Rent","Single","Far",25300,0,"Medium",12,591,228
"Old","Male","Rent","Married","Close",71800,0,"High",12,1389,1173
"Middle","Male","Own","Single","Close",73200,0,"High",24,2177,927
"Middle","Male","Own","Married","Far",79000,1,"High",18,2279,707
"Middle","Female","Rent","Married","Close",75200,1,NA,24,2702,218
"Young","Female","Rent","Single","Close",25300,3,NA,6,510,942
"Old","Female","Own","Married","Close",43600,0,"Medium",12,1047,716
"Middle","Male","Own","Married","Close",83600,2,"Medium",6,538,361
"Middle","Female","Own","Single","Far",56200,0,"High",18,1546,575
"Young","Male","Rent","Married","Close",45500,0,"Medium",6,754,1255
"Middle","Male","Own","Married","Close",99300,1,"High",12,1504,1277
"Middle","Male","Own","Married","Far",108000,3,"High",24,1849,603
"Middle","Female","Own","Married","Far",84900,1,"High",24,3072,58
"Middle","Male","Own","Married","Far",93000,3,"High",6,1046,523
"Middle","Female","Own","Married","Close",82000,0,"High",18,1800,789
"Old","Female","Own","Single","Close",33000,3,NA,6,700,134
"Middle","Female","Own","Single","Close",36900,2,"Low",24,514,683
"Middle","Female","Rent","Single","Close",33200,1,NA,6,320,1077
"Young","Male","Rent","Married","Close",49300,0,NA,24,1692,588
"Old","Male","Rent","Married","Far",66200,0,"High",24,2057,799
"Middle","Male","Own","Married","Far",96800,2,"High",18,2299,246
"Old","Male","Own","Single","Close",63200,0,"High",24,1507,331
"Old","Male","Own","Married","Far",112900,0,"High",24,6217,975
"Middle","Female","Rent","Single","Close",32100,2,"Low",24,405,1052
"Middle","Male","Own","Married","Far",102700,1,"High",18,3785,1269
"Middle","Male","Own","Married","Close",123800,2,NA,18,3537,898
"Old","Female","Rent","Single","Far",11700,0,"Low",18,540,962
"Middle","Male","Own","Married","Close",101700,1,NA,6,941,1283
"Middle","Female","Own","Married","Far",99200,0,"High",24,5503,924
"Young","Male","Rent","Single","Close",17600,0,NA,6,273,817
"Young","Female","Rent","Single","Close",19400,1,NA,18,384,190
"Middle","Male","Rent","Single","Far",40500,1,NA,18,1073,510
"Old","Male","Own","Single","Close",44800,0,"Medium",24,1417,725
"Middle","Male","Own","Married","Close",79000,2,"Medium",18,671,1034
"Young","Male","Rent","Married","Close",53600,1,"Medium",24,973,1203
