"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Mon Dec 23 163912 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"AapAadmi"
"Mon Dec 23 163853 0000 2013"|"RT tweet201213 Narendra Modi  The Most Corrupted Politician In India Exposed By Arvind httptcorieUrGWHJR via youtube aamaadm"|"VivekBalendu"
"Mon Dec 23 163848 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"RaviSharma"
"Mon Dec 23 163837 0000 2013"|"TheBlazingIndia AamAadmiParty ArvindKejriwal DrKumarVishwas laxitparsana India 2013 The Great Indian Democracy httptcoZaz5qrcRpU"|"LiberalTGM"
"Mon Dec 23 163827 0000 2013"|"RT AAPRajasthan AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"AAPBelgaum"
"Mon Dec 23 163818 0000 2013"|"RT aamhaihum AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"AAPBelgaum"
"Mon Dec 23 163805 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"hallagullaboy"
"Mon Dec 23 163756 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"RaghavGakhar"
"Mon Dec 23 163753 0000 2013"|"Sriniprog dna ArvindKejriwal AamAadmiParty To provide water continuously periodically maintenance is require for that money is required"|"TejashPatel"
"Mon Dec 23 163733 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"rohan0003"
"Mon Dec 23 163729 0000 2013"|"AamAadmiParty Please do not prove George Orwell of Animal Farm right in the long run"|"chilakalake"
"Mon Dec 23 163724 0000 2013"|"After Election One thing has Not Changed In TV Debates Its Still 3 VS 1 drkumarvishwas aamaadmiparty arvindkejriwal therahulmehra"|"TheMangoMan"
"Mon Dec 23 163719 0000 2013"|"RT AAPRajasthan AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"gr8india"
"Mon Dec 23 163715 0000 2013"|"RT AAPBelgaum ArvindKejriwal  From activist to political tsunami  httptcomXunJXL9Cl AamAadmiParty JoinAAP ndtv AAPMaharashtra "|"gr8india"
"Mon Dec 23 163707 0000 2013"|"AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"aamhaihum"
"Mon Dec 23 163707 0000 2013"|"AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"AamAadmi2014"
"Mon Dec 23 163707 0000 2013"|"AAPBelgaum help in trending AAPRajasthan ArvindKejriwal AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"AAPRajasthan"
"Mon Dec 23 163703 0000 2013"|"AAPGovtInDelhi Wish you all the best AamAadmiParty ArvindKejriwal sir please do your best nd one day we want u as a PM of India"|"navnathshete"
"Mon Dec 23 163647 0000 2013"|"ArvindKejriwal  From activist to political tsunami  httptcomXunJXL9Cl AamAadmiParty JoinAAP ndtv AAPMaharashtra DrKumarVishwas"|"AAPBelgaum"
"Mon Dec 23 163640 0000 2013"|"with AAPRajasthan gundaraj will be overas AamAadmiParty  do clean politics and gundas are needed by bjpcongressgunda overcity clean"|"AAPRamKGautam"
"Mon Dec 23 163618 0000 2013"|"suigenerisjen AamAadmiParty ArvindKejriwal Yup But sad its going to do that w the very same party it claimed to fight againstCongress"|"CounterIntuitve"
"Mon Dec 23 163615 0000 2013"|"bharatbuilder AamAadmiParty they r now popular on media darling boy instead of feku amp pappu"|"mansha236"
"Mon Dec 23 163615 0000 2013"|"bharatbuilder AamAadmiParty they r now popular on media darling boy instead of feku amp pappu"|"mansha236"
"Mon Dec 23 163550 0000 2013"|"AamAadmiParty  Good decision guys  AaamAadmi are with you would like to see below 50 MPS for congress in 2014 National elections as well"|"Velagaleti4u"
"Mon Dec 23 163545 0000 2013"|"Sriniprog dna ArvindKejriwal AamAadmiParty  Also to operate the machines human power required for their salary money is required"|"TejashPatel"
"Mon Dec 23 163526 0000 2013"|"AamAadmiParty  ab sab parties ki safayi karni hai sir aapko carry on we are with you JAIHIND I SLUTE YOUR MISSION SIR"|"ManuNain3"
"Mon Dec 23 163518 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"antyagi"
"Mon Dec 23 163517 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"iacdhirendra"
"Mon Dec 23 163504 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"naveen10036"
"Mon Dec 23 163453 0000 2013"|"sardesairajdeep AapYogendra is the Chanakya of AamAadmiParty"|"maninderpals"
"Mon Dec 23 163451 0000 2013"|"RT bharatbuilder So many debates on AamAadmiParty  on different channels I am confused which one to see"|"tejaswatamwar"
"Mon Dec 23 163442 0000 2013"|"shivendravats Nothing new AAP had said it before Now their promise delivery already started  janlokpal JanSabha AamAadmiParty"|"anantharaoin"
"Mon Dec 23 163437 0000 2013"|"bharatbuilder AamAadmiParty shaziailmi agree she needs to calm down n put forth her point in a decent manner She was very loud today"|"prads84"
"Mon Dec 23 163422 0000 2013"|"Sriniprog dna ArvindKejriwal AamAadmiParty  To transfer water at every house electricity is needed and therefore money is required"|"TejashPatel"
"Mon Dec 23 163411 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"shobhapande"
"Mon Dec 23 163347 0000 2013"|"I believe ArvindKejriwal should take security Country cant afford to loose him AamAadmiParty AapYogendra DrKumarVishwas"|"santoshkunwar"
"Mon Dec 23 163344 0000 2013"|"RT tweet201213 Narendra Modi  The Most Corrupted Politician In India Exposed By Arvind httptcorieUrGWHJR via youtube aamaadm"|"hidayathevard"
"Mon Dec 23 163337 0000 2013"|"RT theRohitBansal JehangirPocha AAP can create an ecosystem where their civil servants become problem solvers not file pushers rakeshk"|"prashen"
"Mon Dec 23 163329 0000 2013"|"AKForPM AamAadmiParty I was also wondering why a corrupt party will support kejriwal They must be pissing in pants"|"wizardjai"
"Mon Dec 23 163327 0000 2013"|"SurajitDasgupta attorneybharti AamAadmiParty I have no info only what is shown on TV Channels"|"Sheks65"
"Mon Dec 23 163313 0000 2013"|"Wisely selected SYMBOLSCongressHAND1day2 get TIGHT SLAP 4m AAP BJPKAMALkaPHOOLso dat1day AAPll kick fools 2whr they belong AamAadmiParty"|"dheerajdt"
"Mon Dec 23 163309 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"hidayathevard"
"Mon Dec 23 163301 0000 2013"|"ArvindKejriwal u have given india and indians a belief Today I believe more and my pessimism has taken a back seat AamAadmiParty"|"Samir1982"
"Mon Dec 23 163253 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"AwadheshOjha"
"Mon Dec 23 163249 0000 2013"|"Delhi has taken the 1st step forward to its golden ageAamAadmiParty will fulfill its promises and turn their rivals speechless"|"parthseth01"
"Mon Dec 23 163248 0000 2013"|"PritishNandy Sir u have money fame Now u can think to return back something to people please join AamAadmiParty Jai Hind"|"AvinashBaliyan"
"Mon Dec 23 163207 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"nidhijak"
"Mon Dec 23 163128 0000 2013"|"RT nitin88aggarwal manoosoni why shaziailmi AAP should sue the media sarkar ArvindKejriwal AapYogendra AamAadmiParty veer00007"|"veer00007"
"Mon Dec 23 163115 0000 2013"|"RT Suneel4AAP bcchristopher First time in Indian political history yours AamAadmiParty MLA in your reach u can contact anytime http"|"rahuman94"
"Mon Dec 23 163059 0000 2013"|"RT AKForPM Seems  that 3 MLA can resign from Congress in Delhi in protest of support to AamAadmiParty"|"rameshp6288"
"Mon Dec 23 163038 0000 2013"|"Sheks65 attorneybharti AamAadmiParty No But I doubt your info is right"|"SurajitDasgupta"
"Mon Dec 23 163031 0000 2013"|"AamAadmiParty why media is criticizing so much instead of putting there true thoughts in front of  mango people "|"SameerRaut1"
"Mon Dec 23 163012 0000 2013"|" AAPCon A Chameleon called ArvindKejriwal said this to BDUTTAamAadmiParty  u lost it all AAPtards we lost hope from u"|"harshadkathale"
"Mon Dec 23 163012 0000 2013"|"Never underestimate the power of Mango man VishalDadlani DrKumarVishwas chetanbhagat AamAadmiParty rahulkanwal TheRahulMehra"|"Meankittiwari"
"Mon Dec 23 163003 0000 2013"|"sardesairajdeep AapYogendra Firstly AamAadmiParty MLAS should get training lessons from JPLOKSATTA on governance"|"shravanmandhala"
"Mon Dec 23 163000 0000 2013"|"12 I m truly happy AamAadmiParty is forming Govt in Delhi However sad too as taking support of a party who u called most corrupt"|"KoustubhKekre"
"Mon Dec 23 162953 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"HariAAP"
"Mon Dec 23 162947 0000 2013"|"RT tweet201213 Narendra Modi  The Most Corrupted Politician In India Exposed By Arvind httptcorieUrGWHJR via youtube aamaadm"|"imkrn45"
"Mon Dec 23 162935 0000 2013"|"Finally Delhiites forced ArvindKejriwal amp AamAadmiParty  2form govtNow onus is on them to fulfill the promises they made  2ppl of Delhi"|"aanand77"
"Mon Dec 23 162912 0000 2013"|"AamAadmiParty my very best in delivering on their election promises"|"naushad00079"
"Mon Dec 23 162904 0000 2013"|"Seems Congress will backout at last moment from support to AAP Beware of them AamAadmiParty ArvindKejriwal DrKumarVishwas laxitparsana"|"TheBlazingIndia"
"Mon Dec 23 162903 0000 2013"|"RT bipuldelhi I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS "|"Aapfans1"
"Mon Dec 23 162903 0000 2013"|"2day thekiranbedi made a very imp point tat the mandate given 2 AamAadmiParty amp BJP4India was a anti congress 1 So this alliance is evil"|"rvasisht"
"Mon Dec 23 162858 0000 2013"|"RT tweet201213 Narendra Modi  The Most Corrupted Politician In India Exposed By Arvind httptcorieUrGWHJR via youtube aamaadm"|"pawankumar2012"
"Mon Dec 23 162853 0000 2013"|"ArvindKejriwal to become CM of Delhithat is great news All the best Arvindjiwe are always with you AamAadmiParty AAPnavimumbai"|"BharajRohan"
"Mon Dec 23 162847 0000 2013"|"AKForPM not in protest i am sure BJP has some role in it if thats true aapkabanda AamAadmiParty"|"1Tanya4"
"Mon Dec 23 162836 0000 2013"|"AAP to form govt in Delhi httptco2mBmL8CQQ5"|"prafulkrpatra"
"Mon Dec 23 162827 0000 2013"|"AamAadmiParty  attorneybharti doesnt turn as helpless as exFICCI Amit Mitra is in the Trinamool Congress Government of West Bengal"|"SurajitDasgupta"
"Mon Dec 23 162823 0000 2013"|"RT AKForPM Seems  that 3 MLA can resign from Congress in Delhi in protest of support to AamAadmiParty"|"mangoe60"
"Mon Dec 23 162815 0000 2013"|"Narendra Modi  The Most Corrupted Politician In India Exposed By Arvind httptcorieUrGWHJR via youtube aamaadmiparty"|"tweet201213"
"Mon Dec 23 162810 0000 2013"|"RT AKForPM Seems  that 3 MLA can resign from Congress in Delhi in protest of support to AamAadmiParty"|"aapkabanda"
"Mon Dec 23 162804 0000 2013"|"shivendravats janlokpal JanSabha Does it matter anyway nowTaking support of WithCongress makes AamAadmiParty another  unexpected"|"memainak"
"Mon Dec 23 162803 0000 2013"|"SurajitDasgupta attorneybharti AamAadmiParty kejri is expected to retain finance as per TV channelsYou have any inside info"|"Sheks65"
"Mon Dec 23 162759 0000 2013"|"I salute all volunteers including at social media AamAadmiParty who has given their time on Nation BuildingThanks amp HATS OFF 2 ALL JaiHind"|"bipuldelhi"
"Mon Dec 23 162758 0000 2013"|"AamAadmiParty for first time in India a political party will form the govt where its supporting party will also play the role opposition"|"itsshaheed"
"Mon Dec 23 162755 0000 2013"|"Seems  that 3 MLA can resign from Congress in Delhi in protest of support to AamAadmiParty"|"AKForPM"
"Mon Dec 23 162754 0000 2013"|"RT SurajitDasgupta thekiranbedi just exposed on thenewshour how nave AamAadmiParty is It will need CongBJP at every step of fulfill"|"Modhgil"
"Mon Dec 23 162733 0000 2013"|"RajeshTB ashagm angsuman ArvindKejriwal AamAadmiParty Why not after all congress is master of making PM to cover up their deeds"|"nkalwani"
"Mon Dec 23 162646 0000 2013"|"RT mediacrooks The make up of Chachi420 wasnt meant to last forever  I once said that for an alleged journo AamAadmiParty wd do wel"|"LazyGal"
"Mon Dec 23 162628 0000 2013"|"shailichopra AamAadmiParty Blank Cheques have already been encashed by the Cong crooks leaving the treasury empty"|"babaumoshai"
"Mon Dec 23 162627 0000 2013"|"SumitNagpal AamAadmiParty ArvindKejriwal if kejriwal is not able to deliver he will blame the bjp and congress for not supporting him"|"Urmilshah007"
"Mon Dec 23 162618 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"meeSherry"
"Mon Dec 23 162603 0000 2013"|"AamAadmiParty Does anybody remember what CongampBJP promised in their manifesto in last several elections visavis what they have delivered"|"sksnco"
"Mon Dec 23 162603 0000 2013"|"AAPGovtInDelhi AamAadmiParty ArvindKejriwal u realy made the people of Delhi angry today they voted against congres n u taking support"|"harshadkathale"
"Mon Dec 23 162601 0000 2013"|"shivendravats JanSabha AamAadmiParty they wont accept the original source though "|"Modhgil"
"Mon Dec 23 162600 0000 2013"|"AamAadmiParty unfullfilled Promises have been made till date by many leadersbt still they r pin pointing on d promises made by AAP"|"ruchilodha"
"Mon Dec 23 162555 0000 2013"|"If attorneybharti from FTI is made the finance minister of the AamAadmiParty Government some investor confidence may return provided"|"SurajitDasgupta"
"Mon Dec 23 162542 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"Modhgil"
"Mon Dec 23 162523 0000 2013"|"One cannot help but remember Dinkars famous words today Singhasan Khaali Karo Ke Janata Aati HaiSalute to ArvindKejriwal AamAadmiParty"|"abhinavkak"
"Mon Dec 23 162459 0000 2013"|"Mr Mitrathere is no compromisehas AAP dropped any of their 18 point agenda after cong supportAamAadmiParty "|"Yatin72"
"Mon Dec 23 162459 0000 2013"|"RT NitiCentral Betrayed India questions ArvindKejriwal AamAadmiParty AAPCon httptcoyHZrc9ofRp httptcoGB5AGJUKRr"|"purushueme"
"Mon Dec 23 162444 0000 2013"|"bharatbuilder AamAadmiParty shaziailmi Yup  dilipkpandey  speaks so much sensible"|"Cleanp0litics"
"Mon Dec 23 162434 0000 2013"|"AamAadmiParty Wish u success in your path You will definitely prove yourself"|"jitu74"
"Mon Dec 23 162428 0000 2013"|"ravitheindian timesnow Soon  will coe AamAadmiParty promised nothing but delhites were fooled by themselves "|"Fight4Futur1976"
"Mon Dec 23 162352 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"AAPKaArjun"
"Mon Dec 23 162346 0000 2013"|"AAP is sure drawing my interest AAP is not only American Academy of Paediatrics anymore AamAadmiParty"|"anjanadrikv"
"Mon Dec 23 162335 0000 2013"|"RT ratanmaitra Results of the referendum amp press release of AAP Swearing in ceremony be held at the Ramlila Ground  ArvindKejriwal http"|"vishchem"
"Mon Dec 23 162326 0000 2013"|"AAP to form govt in Delhi httptcogbTdrIu2XH"|"Aminsha95845246"
"Mon Dec 23 162311 0000 2013"|"This flowchart is self explanatoryNo need to say anything further ArvindKejriwal AamAadmiParty AAP httptcoUZncshqbpe"|"devendrashinde"
"Mon Dec 23 162305 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"smapgs"
"Mon Dec 23 162302 0000 2013"|"shivendravats janlokpal JanSabha AamAadmiParty You are under scanner"|"GaribHindustani"
"Mon Dec 23 162219 0000 2013"|"DevinderSharma awesum fdir ArvindKejriwal AamAadmiParty"|"priyankuniyal2"
"Mon Dec 23 162211 0000 2013"|"SurajitDasgupta thekiranbedi thenewshour AamAadmiParty Damn cant see it power cut amp no water herewish I was in Delhi700 lts free no"|"sinkara"
"Mon Dec 23 162208 0000 2013"|"RT mediacrooks The make up of Chachi420 wasnt meant to last forever  I once said that for an alleged journo AamAadmiParty wd do wel"|"InnovativeHindu"
"Mon Dec 23 162208 0000 2013"|"bharatbuilder AamAadmiParty cnnIbn without a doubt as yogendra yadav "|"Cleanp0litics"
"Mon Dec 23 162201 0000 2013"|"shivendravats janlokpal JanSabha AamAadmiParty no security is asking for trouble Not for reality"|"ponkumar"
"Mon Dec 23 162154 0000 2013"|"ashagm angsuman ArvindKejriwal AamAadmiParty would be interested in knowing which Act do you have in mind when u tweet or retweet this"|"RajeshTB"
"Mon Dec 23 162153 0000 2013"|"RT NitiCentral Betrayed India questions ArvindKejriwal AamAadmiParty AAPCon httptcoyHZrc9ofRp httptcoGB5AGJUKRr"|"anishxc"
"Mon Dec 23 162132 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"tejaswatamwar"
"Mon Dec 23 162113 0000 2013"|"RT mediacrooks The make up of Chachi420 wasnt meant to last forever  I once said that for an alleged journo AamAadmiParty wd do wel"|"vinirish"
"Mon Dec 23 162105 0000 2013"|"AamAadmiParty Yadav stripping Swamy39 to the bone on news360cnnibn  Beautiful to see"|"TheSwamy"
"Mon Dec 23 162057 0000 2013"|"Birth of new generation democracy at Delhi by AamAadmiParty on the eve of Chrismas  birth of Jesus christ great things happen 2gether"|"vsimbhu"
"Mon Dec 23 162052 0000 2013"|"ShriKrishnaHari swamy39 and who Said that im nt a part of AamAadmiParty i hav joinedheres the receipt 12 httptcoF3AEIB4Kpp"|"rahuman94"
"Mon Dec 23 162051 0000 2013"|"The more I listen to AapYogendra  the more I believe that ArvindKejriwal and AamAadmiParty are on a mission for a corruption mukt Bharat"|"adiupadhyay"
"Mon Dec 23 162051 0000 2013"|"meerasanyal AamAadmiParty kejriwal congratulations Go forward and conquer  The Bichara aam admi deserves better than they had for 60yrs"|"IBBProperties"
"Mon Dec 23 162045 0000 2013"|"ArvindKejriwal Congrats best wishes Having donatd suportd AamAadmiParty earlier the ONLY angst is u joining hands wth cong hu were rjctd"|"rvasisht"
"Mon Dec 23 162044 0000 2013"|"GuttuG here it is  httptcogpE0UuDnnh"|"ashupriolker"
"Mon Dec 23 162031 0000 2013"|"On AamAadmiParty and young people httpstcoJMosyhv2cf"|"doubtinggaurav"
"Mon Dec 23 162025 0000 2013"|"debate on timesnow  I want to know which Whisky Vinod Mehta is drinking Must be good one as he looks sizzled AamAadmiParty"|"TewariAlok"
"Mon Dec 23 162001 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"manindar100yaho"
"Mon Dec 23 161956 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"rohan0003"
"Mon Dec 23 161934 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"AAPkaDanish"
"Mon Dec 23 161934 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"AAPkaDanish"
"Mon Dec 23 161924 0000 2013"|"RT mediacrooks The make up of Chachi420 wasnt meant to last forever  I once said that for an alleged journo AamAadmiParty wd do wel"|"snavroop"
"Mon Dec 23 161918 0000 2013"|"The Jharkhand Mukti Morcha was a muddle the AamAadmiParty is a model ShivVisvanathan"|"mayhempsingh"
"Mon Dec 23 161904 0000 2013"|"RT shailichopra Whats AamAadmiParty take on Delhi amp womens safety Who cares whether Kejriwal takes CM bunglow or not sardesairajdee"|"DineshKanji"
"Mon Dec 23 161849 0000 2013"|"Just observed that since many days whenever ArvindKejriwal sees a camera he starts coughing AamAadmiParty Please get him to some doctor"|"vivekjoshy"
"Mon Dec 23 161848 0000 2013"|"manoosoni why shaziailmi AAP should sue the media sarkar ArvindKejriwal AapYogendra AamAadmiParty veer00007"|"nitin88aggarwal"
"Mon Dec 23 161845 0000 2013"|"To be the youngest chief minister arvind kejriwalAamAadmiParty"|"Sidbhagunde"
"Mon Dec 23 161842 0000 2013"|"AshokMehta appears to be charged up in favour of AAP thenewshour  doesnt matter if not all 18 promises are met by AamAadmiParty ROFL"|"RajenderKhushu"
"Mon Dec 23 161836 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"avinash16"
"Mon Dec 23 161830 0000 2013"|"salilrajhans AamAadmiParty  So doesnt that mean he intentionally played ANNA and peoples trust and used it against him hypocrite"|"BeFair"
"Mon Dec 23 161824 0000 2013"|"The make up of Chachi420 wasnt meant to last forever  I once said that for an alleged journo AamAadmiParty wd do well to remember that"|"mediacrooks"
"Mon Dec 23 161823 0000 2013"|"AamAadmiParty What is Process to be a member Im in Andhra Pradesh"|"SVKrishna521"
"Mon Dec 23 161822 0000 2013"|"RT shivendravats Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by"|"chandageorgian"
"Mon Dec 23 161817 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"dchinmay"
"Mon Dec 23 161817 0000 2013"|"RT SurajitDasgupta thekiranbedi just exposed on thenewshour how nave AamAadmiParty is It will need CongBJP at every step of fulfill"|"hariananddr"
"Mon Dec 23 161806 0000 2013"|"ashagm angsuman ArvindKejriwal AamAadmiParty illegality of ones assets"|"RajeshTB"
"Mon Dec 23 161751 0000 2013"|"ashagm angsuman ArvindKejriwal AamAadmiParty Do you guys think that a state government has the power to look into the legality or"|"RajeshTB"
"Mon Dec 23 161751 0000 2013"|"We hope AamAadmiParty will change the delhi"|"AkhilHassan"
"Mon Dec 23 161746 0000 2013"|"RT menakadoshi Maybe AamAadmiParty can focus on reducing power theft as one way of reducing prices"|"singhvaru"
"Mon Dec 23 161735 0000 2013"|"salilrajhans AamAadmiParty  he wrote his book SWARAJ before joining ANNAs movement he said he need to change the system from inside"|"BeFair"
"Mon Dec 23 161731 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"Supratibh"
"Mon Dec 23 161727 0000 2013"|"Happy to see JanSabha model of no security no laal batti and half salary for MLAsMPs in electoral politics adopted by AamAadmiParty"|"shivendravats"
"Mon Dec 23 161700 0000 2013"|"SMS to be accepted soon by all Govt deptarments as an official document Doesnt want AamAadmiParty to take credit httptcocGAwe28Dbr"|"bkapilyadav"
"Mon Dec 23 161648 0000 2013"|"AAP to form govt in Delhi httptco9jD30hr6gY"|"KotianPravin"
"Mon Dec 23 161646 0000 2013"|"salilrajhans AamAadmiParty  What about joining ANNA with knowledge of not forming party and then used him and forming partyConstant"|"BeFair"
"Mon Dec 23 161638 0000 2013"|"RT SurajitDasgupta thekiranbedi just exposed on thenewshour how nave AamAadmiParty is It will need CongBJP at every step of fulfill"|"Amarnat88847785"
"Mon Dec 23 161622 0000 2013"|"AamAadmiParty will probe CWG scam Oops Congress now what AAP"|"rudranilblue"
"Mon Dec 23 161611 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"krishnan58"
"Mon Dec 23 161605 0000 2013"|"timesnow Arnab ask what did the last corrupt government achieve in the 1st place instead of demanding instant answers from AamAadmiParty"|"seshanm"
"Mon Dec 23 161559 0000 2013"|"thekiranbedi just exposed on thenewshour how nave AamAadmiParty is It will need CongBJP at every step of fulfilling its promises"|"SurajitDasgupta"
"Mon Dec 23 161534 0000 2013"|"Action speaks louder than words Time to prove it Sir ArvindKejriwal AamAadmiParty  Stick to AAP ideology"|"AmeyValsangkar"
"Mon Dec 23 161525 0000 2013"|"salilrajhans AamAadmiParty Yes thats because people didnt give them the right to form govt Should have contested again "|"shadesandgray"
"Mon Dec 23 161437 0000 2013"|"Arnab is check mated today He clearly is pissed Good going shaziailmi fdir AamAadmiParty"|"samratroyc"
"Mon Dec 23 161434 0000 2013"|"Best wishes to ArvindKejriwal amp AamAadmiParty on forming the govt in NewDelhi Wish you could get rid of corruption strangling india"|"CouncillorRaj"
"Mon Dec 23 161421 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"kishorkunal07"
"Mon Dec 23 161327 0000 2013"|"timesnow that is because cong supported AamAadmiParty and not bjp"|"samithbajaj"
"Mon Dec 23 161309 0000 2013"|"RT rameshp6288 attorneybharti and AapYogendra on live in news x channel Donkeyji ChaudharyRamesh AamAadmiParty mannu209 httptco"|"ajaykumar18192"
"Mon Dec 23 161227 0000 2013"|"RT bharatbuilder Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suf"|"AKForPM"
"Mon Dec 23 161211 0000 2013"|"Fine print of all BJPCongress arguments  They want AamAadmiParty to fail  Which means they want Delhi people to suffer"|"bharatbuilder"
"Mon Dec 23 161210 0000 2013"|"media was neglecting AamAadmiParty  now in every news channel AAP media has also learnt lot with this revolution of AAPtivists"|"AAPRamKGautam"
"Mon Dec 23 161205 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"PritamDesai8000"
"Mon Dec 23 161158 0000 2013"|"RT rameshp6288 attorneybharti and AapYogendra on live in news x channel Donkeyji ChaudharyRamesh AamAadmiParty mannu209 httptco"|"ptnkant"
"Mon Dec 23 161136 0000 2013"|"IIT cleared in 1st attemptIRS cleared in 1st attemptbecame CM in 1st attempt ArvindKejriwalThats the Power of Common ManAamAadmiParty"|"shyamgsk"
"Mon Dec 23 161112 0000 2013"|"AAPCon AamAadmiParty criticised for not forming govt and lambasted for forming one How fickle are we"|"salilrajhans"
"Mon Dec 23 161049 0000 2013"|"RT bharatbuilder So many debates on AamAadmiParty  on different channels I am confused which one to see"|"rohan0003"
"Mon Dec 23 161045 0000 2013"|"TejashPatel dna ArvindKejriwal AamAadmiParty Do you think that much water is not there in Delhi"|"Sriniprog"
"Mon Dec 23 161027 0000 2013"|"AAPRajasthan  will change picture of rajasthan statecorruption will not be the issue in rajasthanAamAadmiParty"|"AAPRamKGautam"
"Mon Dec 23 161018 0000 2013"|"RaginiNayak INCIndia will support AamAadmiParty constructively as long as they do not go into CWG buildings  ibnlive"|"aregeepee"
"Mon Dec 23 161010 0000 2013"|"First time there is debate on if AamAadmiParty will deliver on their manifestono one kept a check on the other political manifesto before"|"nikhilsood10"
"Mon Dec 23 161001 0000 2013"|"RT rameshp6288 attorneybharti and AapYogendra on live in news x channel Donkeyji ChaudharyRamesh AamAadmiParty mannu209 httptco"|"jaypn2009"
"Mon Dec 23 160950 0000 2013"|"BDUTT ndtv AamAadmiParty making govt with congress is total betrayal of peoples mandateWhat about 13 of Delhites who voted for BJP"|"myfrankview"
